datetime,date,hour,gate_id,gate_name,latitude,longitude,crossings,toll_rate_aed,revenue_aed
2024-01-03 00:00:00,2024-01-03,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,511,4,2044
2024-01-03 01:00:00,2024-01-03,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,349,4,1396
2024-01-03 02:00:00,2024-01-03,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,255,4,1020
2024-01-03 03:00:00,2024-01-03,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,240,4,960
2024-01-03 04:00:00,2024-01-03,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,421,4,1684
2024-01-03 05:00:00,2024-01-03,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1025,4,4100
2024-01-03 06:00:00,2024-01-03,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3356,4,13424
2024-01-03 07:00:00,2024-01-03,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,7423,4,29692
2024-01-03 08:00:00,2024-01-03,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,8348,4,33392
2024-01-03 09:00:00,2024-01-03,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6672,4,26688
2024-01-03 10:00:00,2024-01-03,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3756,4,15024
2024-01-03 11:00:00,2024-01-03,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3954,4,15816
2024-01-03 12:00:00,2024-01-03,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3951,4,15804
2024-01-03 13:00:00,2024-01-03,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3894,4,15576
2024-01-03 14:00:00,2024-01-03,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3702,4,14808
2024-01-03 15:00:00,2024-01-03,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3894,4,15576
2024-01-03 16:00:00,2024-01-03,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4949,4,19796
2024-01-03 17:00:00,2024-01-03,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5128,4,20512
2024-01-03 18:00:00,2024-01-03,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5196,4,20784
2024-01-03 19:00:00,2024-01-03,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4002,4,16008
2024-01-03 20:00:00,2024-01-03,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3970,4,15880
2024-01-03 21:00:00,2024-01-03,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2682,4,10728
2024-01-03 22:00:00,2024-01-03,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2075,4,8300
2024-01-03 23:00:00,2024-01-03,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1111,4,4444
2024-01-04 00:00:00,2024-01-04,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,454,4,1816
2024-01-04 01:00:00,2024-01-04,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,335,4,1340
2024-01-04 02:00:00,2024-01-04,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,209,4,836
2024-01-04 03:00:00,2024-01-04,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,225,4,900
2024-01-04 04:00:00,2024-01-04,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,413,4,1652
2024-01-04 05:00:00,2024-01-04,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,945,4,3780
2024-01-04 06:00:00,2024-01-04,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3007,4,12028
2024-01-04 07:00:00,2024-01-04,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6635,4,26540
2024-01-04 08:00:00,2024-01-04,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,7963,4,31852
2024-01-04 09:00:00,2024-01-04,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5253,4,21012
2024-01-04 10:00:00,2024-01-04,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3741,4,14964
2024-01-04 11:00:00,2024-01-04,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3476,4,13904
2024-01-04 12:00:00,2024-01-04,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4177,4,16708
2024-01-04 13:00:00,2024-01-04,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3764,4,15056
2024-01-04 14:00:00,2024-01-04,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3563,4,14252
2024-01-04 15:00:00,2024-01-04,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4338,4,17352
2024-01-04 16:00:00,2024-01-04,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4384,4,17536
2024-01-04 17:00:00,2024-01-04,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4986,4,19944
2024-01-04 18:00:00,2024-01-04,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5143,4,20572
2024-01-04 19:00:00,2024-01-04,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4480,4,17920
2024-01-04 20:00:00,2024-01-04,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4371,4,17484
2024-01-04 21:00:00,2024-01-04,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3242,4,12968
2024-01-04 22:00:00,2024-01-04,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2066,4,8264
2024-01-04 23:00:00,2024-01-04,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1104,4,4416
2024-01-05 00:00:00,2024-01-05,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,398,4,1592
2024-01-05 01:00:00,2024-01-05,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,288,4,1152
2024-01-05 02:00:00,2024-01-05,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,213,4,852
2024-01-05 03:00:00,2024-01-05,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,204,4,816
2024-01-05 04:00:00,2024-01-05,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,339,4,1356
2024-01-05 05:00:00,2024-01-05,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,746,4,2984
2024-01-05 06:00:00,2024-01-05,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2813,4,11252
2024-01-05 07:00:00,2024-01-05,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5952,4,23808
2024-01-05 08:00:00,2024-01-05,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5869,4,23476
2024-01-05 09:00:00,2024-01-05,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5102,4,20408
2024-01-05 10:00:00,2024-01-05,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3018,4,12072
2024-01-05 11:00:00,2024-01-05,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2813,4,11252
2024-01-05 12:00:00,2024-01-05,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3346,4,13384
2024-01-05 13:00:00,2024-01-05,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3381,4,13524
2024-01-05 14:00:00,2024-01-05,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2912,4,11648
2024-01-05 15:00:00,2024-01-05,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3384,4,13536
2024-01-05 16:00:00,2024-01-05,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3856,4,15424
2024-01-05 17:00:00,2024-01-05,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4150,4,16600
2024-01-05 18:00:00,2024-01-05,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4006,4,16024
2024-01-05 19:00:00,2024-01-05,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3672,4,14688
2024-01-05 20:00:00,2024-01-05,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3170,4,12680
2024-01-05 21:00:00,2024-01-05,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2460,4,9840
2024-01-05 22:00:00,2024-01-05,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1595,4,6380
2024-01-05 23:00:00,2024-01-05,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,910,4,3640
2024-01-06 00:00:00,2024-01-06,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,864,4,3456
2024-01-06 01:00:00,2024-01-06,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,744,4,2976
2024-01-06 02:00:00,2024-01-06,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,525,4,2100
2024-01-06 03:00:00,2024-01-06,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,282,4,1128
2024-01-06 04:00:00,2024-01-06,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,226,4,904
2024-01-06 05:00:00,2024-01-06,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,325,4,1300
2024-01-06 06:00:00,2024-01-06,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,439,4,1756
2024-01-06 07:00:00,2024-01-06,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,783,4,3132
2024-01-06 08:00:00,2024-01-06,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1384,4,5536
2024-01-06 09:00:00,2024-01-06,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2258,4,9032
2024-01-06 10:00:00,2024-01-06,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2973,4,11892
2024-01-06 11:00:00,2024-01-06,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3715,4,14860
2024-01-06 12:00:00,2024-01-06,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3697,4,14788
2024-01-06 13:00:00,2024-01-06,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3726,4,14904
2024-01-06 14:00:00,2024-01-06,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3623,4,14492
2024-01-06 15:00:00,2024-01-06,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3779,4,15116
2024-01-06 16:00:00,2024-01-06,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3922,4,15688
2024-01-06 17:00:00,2024-01-06,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4626,4,18504
2024-01-06 18:00:00,2024-01-06,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4707,4,18828
2024-01-06 19:00:00,2024-01-06,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5365,4,21460
2024-01-06 20:00:00,2024-01-06,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5231,4,20924
2024-01-06 21:00:00,2024-01-06,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3884,4,15536
2024-01-06 22:00:00,2024-01-06,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3124,4,12496
2024-01-06 23:00:00,2024-01-06,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1814,4,7256
2024-01-07 00:00:00,2024-01-07,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,925,4,3700
2024-01-07 01:00:00,2024-01-07,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,723,4,2892
2024-01-07 02:00:00,2024-01-07,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,499,4,1996
2024-01-07 03:00:00,2024-01-07,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,312,4,1248
2024-01-07 04:00:00,2024-01-07,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,254,4,1016
2024-01-07 05:00:00,2024-01-07,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,320,4,1280
2024-01-07 06:00:00,2024-01-07,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,452,4,1808
2024-01-07 07:00:00,2024-01-07,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,814,4,3256
2024-01-07 08:00:00,2024-01-07,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1476,4,5904
2024-01-07 09:00:00,2024-01-07,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2379,4,9516
2024-01-07 10:00:00,2024-01-07,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3030,4,12120
2024-01-07 11:00:00,2024-01-07,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3793,4,15172
2024-01-07 12:00:00,2024-01-07,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3800,4,15200
2024-01-07 13:00:00,2024-01-07,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3928,4,15712
2024-01-07 14:00:00,2024-01-07,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3987,4,15948
2024-01-07 15:00:00,2024-01-07,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4168,4,16672
2024-01-07 16:00:00,2024-01-07,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3923,4,15692
2024-01-07 17:00:00,2024-01-07,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4318,4,17272
2024-01-07 18:00:00,2024-01-07,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4956,4,19824
2024-01-07 19:00:00,2024-01-07,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5685,4,22740
2024-01-07 20:00:00,2024-01-07,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5071,4,20284
2024-01-07 21:00:00,2024-01-07,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4291,4,17164
2024-01-07 22:00:00,2024-01-07,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3400,4,13600
2024-01-07 23:00:00,2024-01-07,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1597,4,6388
2024-01-08 00:00:00,2024-01-08,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,469,4,1876
2024-01-08 01:00:00,2024-01-08,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,302,4,1208
2024-01-08 02:00:00,2024-01-08,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,235,4,940
2024-01-08 03:00:00,2024-01-08,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,226,4,904
2024-01-08 04:00:00,2024-01-08,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,362,4,1448
2024-01-08 05:00:00,2024-01-08,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,925,4,3700
2024-01-08 06:00:00,2024-01-08,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3243,4,12972
2024-01-08 07:00:00,2024-01-08,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6383,4,25532
2024-01-08 08:00:00,2024-01-08,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,7790,4,31160
2024-01-08 09:00:00,2024-01-08,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6252,4,25008
2024-01-08 10:00:00,2024-01-08,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3315,4,13260
2024-01-08 11:00:00,2024-01-08,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3586,4,14344
2024-01-08 12:00:00,2024-01-08,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3812,4,15248
2024-01-08 13:00:00,2024-01-08,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3813,4,15252
2024-01-08 14:00:00,2024-01-08,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3874,4,15496
2024-01-08 15:00:00,2024-01-08,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4222,4,16888
2024-01-08 16:00:00,2024-01-08,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4270,4,17080
2024-01-08 17:00:00,2024-01-08,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4293,4,17172
2024-01-08 18:00:00,2024-01-08,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4593,4,18372
2024-01-08 19:00:00,2024-01-08,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4033,4,16132
2024-01-08 20:00:00,2024-01-08,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4001,4,16004
2024-01-08 21:00:00,2024-01-08,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2839,4,11356
2024-01-08 22:00:00,2024-01-08,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1781,4,7124
2024-01-08 23:00:00,2024-01-08,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1077,4,4308
2024-01-09 00:00:00,2024-01-09,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,481,4,1924
2024-01-09 01:00:00,2024-01-09,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,340,4,1360
2024-01-09 02:00:00,2024-01-09,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,245,4,980
2024-01-09 03:00:00,2024-01-09,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,233,4,932
2024-01-09 04:00:00,2024-01-09,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,395,4,1580
2024-01-09 05:00:00,2024-01-09,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,933,4,3732
2024-01-09 06:00:00,2024-01-09,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3169,4,12676
2024-01-09 07:00:00,2024-01-09,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,7051,4,28204
2024-01-09 08:00:00,2024-01-09,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,8121,4,32484
2024-01-09 09:00:00,2024-01-09,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6013,4,24052
2024-01-09 10:00:00,2024-01-09,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3494,4,13976
2024-01-09 11:00:00,2024-01-09,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3720,4,14880
2024-01-09 12:00:00,2024-01-09,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3936,4,15744
2024-01-09 13:00:00,2024-01-09,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3999,4,15996
2024-01-09 14:00:00,2024-01-09,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3988,4,15952
2024-01-09 15:00:00,2024-01-09,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4347,4,17388
2024-01-09 16:00:00,2024-01-09,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4838,4,19352
2024-01-09 17:00:00,2024-01-09,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4869,4,19476
2024-01-09 18:00:00,2024-01-09,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4687,4,18748
2024-01-09 19:00:00,2024-01-09,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4674,4,18696
2024-01-09 20:00:00,2024-01-09,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4185,4,16740
2024-01-09 21:00:00,2024-01-09,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3040,4,12160
2024-01-09 22:00:00,2024-01-09,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2023,4,8092
2024-01-09 23:00:00,2024-01-09,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1084,4,4336
2024-01-10 00:00:00,2024-01-10,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,501,4,2004
2024-01-10 01:00:00,2024-01-10,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,308,4,1232
2024-01-10 02:00:00,2024-01-10,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,256,4,1024
2024-01-10 03:00:00,2024-01-10,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,251,4,1004
2024-01-10 04:00:00,2024-01-10,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,425,4,1700
2024-01-10 05:00:00,2024-01-10,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1001,4,4004
2024-01-10 06:00:00,2024-01-10,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3416,4,13664
2024-01-10 07:00:00,2024-01-10,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6892,4,27568
2024-01-10 08:00:00,2024-01-10,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,8260,4,33040
2024-01-10 09:00:00,2024-01-10,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5766,4,23064
2024-01-10 10:00:00,2024-01-10,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3674,4,14696
2024-01-10 11:00:00,2024-01-10,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3696,4,14784
2024-01-10 12:00:00,2024-01-10,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3637,4,14548
