datetime,date,hour,junction_id,control_type,active_program,cycle_length_s,approach_demand_vph,degree_of_saturation,avg_delay_s_per_veh,avg_queue_veh,throughput_vph,phase_failures,pedestrian_calls,adaptive_active
2024-01-02 14:00:00,2024-01-02,14,JCT_DEF,SCOOT-adaptive,Midday,100,987,0.548,19.8,1,987,0,0,1
2024-01-02 15:00:00,2024-01-02,15,JCT_DEF,SCOOT-adaptive,Midday,100,937,0.521,18.1,1,937,0,22,1
2024-01-02 16:00:00,2024-01-02,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,1087,0.543,25.3,2,1087,0,8,1
2024-01-02 17:00:00,2024-01-02,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,1071,0.535,25.2,2,1071,0,18,1
2024-01-02 18:00:00,2024-01-02,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1275,0.638,28.4,2,1275,0,14,1
2024-01-02 19:00:00,2024-01-02,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1000,0.5,26.4,2,1000,0,20,1
2024-01-02 20:00:00,2024-01-02,20,JCT_DEF,SCOOT-adaptive,Evening,90,1008,0.56,16.9,1,1008,0,12,1
2024-01-02 21:00:00,2024-01-02,21,JCT_DEF,SCOOT-adaptive,Evening,90,709,0.394,16.3,1,709,0,12,1
2024-01-02 22:00:00,2024-01-02,22,JCT_DEF,SCOOT-adaptive,Evening,90,453,0.252,14.9,1,453,0,10,1
2024-01-02 23:00:00,2024-01-02,23,JCT_DEF,SCOOT-adaptive,Evening,90,242,0.135,14.9,0,242,0,8,1
2024-01-03 00:00:00,2024-01-03,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,112,0.062,10.8,0,112,0,10,1
2024-01-03 01:00:00,2024-01-03,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,70,0.039,10.6,0,70,0,8,1
2024-01-03 02:00:00,2024-01-03,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,54,0.03,10.9,0,54,0,7,1
2024-01-03 03:00:00,2024-01-03,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,53,0.03,11.2,0,53,0,9,1
2024-01-03 04:00:00,2024-01-03,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,96,0.053,11.7,0,96,0,13,1
2024-01-03 05:00:00,2024-01-03,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,242,0.134,11.0,0,242,0,3,1
2024-01-03 06:00:00,2024-01-03,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,723,0.361,21.5,1,723,0,7,1
2024-01-03 07:00:00,2024-01-03,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1644,0.822,36.6,3,1644,0,5,1
2024-01-03 08:00:00,2024-01-03,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,1989,0.994,57.3,3,1800,0,4,1
2024-01-03 09:00:00,2024-01-03,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,1374,0.687,29.4,2,1374,0,7,1
2024-01-03 10:00:00,2024-01-03,10,JCT_DEF,SCOOT-adaptive,Midday,100,902,0.501,19.3,1,902,0,14,1
2024-01-03 11:00:00,2024-01-03,11,JCT_DEF,SCOOT-adaptive,Midday,100,800,0.444,18.2,1,800,0,12,1
2024-01-03 12:00:00,2024-01-03,12,JCT_DEF,SCOOT-adaptive,Midday,100,955,0.53,18.9,1,955,0,14,1
2024-01-03 13:00:00,2024-01-03,13,JCT_DEF,SCOOT-adaptive,Midday,100,936,0.52,19.4,1,936,0,18,1
2024-01-03 14:00:00,2024-01-03,14,JCT_DEF,SCOOT-adaptive,Midday,100,926,0.514,18.7,1,926,0,19,1
2024-01-03 15:00:00,2024-01-03,15,JCT_DEF,SCOOT-adaptive,Midday,100,936,0.52,19.6,1,936,0,13,1
2024-01-03 16:00:00,2024-01-03,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,1067,0.533,26.2,2,1067,0,8,1
2024-01-03 17:00:00,2024-01-03,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,1180,0.59,26.3,2,1180,0,14,1
2024-01-03 18:00:00,2024-01-03,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1066,0.533,24.9,2,1066,0,6,1
2024-01-03 19:00:00,2024-01-03,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1082,0.541,28.1,2,1082,0,10,1
2024-01-03 20:00:00,2024-01-03,20,JCT_DEF,SCOOT-adaptive,Evening,90,999,0.555,18.2,1,999,0,9,1
2024-01-03 21:00:00,2024-01-03,21,JCT_DEF,SCOOT-adaptive,Evening,90,732,0.406,17.4,1,732,0,3,1
2024-01-03 22:00:00,2024-01-03,22,JCT_DEF,SCOOT-adaptive,Evening,90,486,0.27,15.0,1,486,0,6,1
2024-01-03 23:00:00,2024-01-03,23,JCT_DEF,SCOOT-adaptive,Evening,90,260,0.145,15.7,0,260,0,5,1
2024-01-04 00:00:00,2024-01-04,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,109,0.061,10.9,0,109,0,12,1
2024-01-04 01:00:00,2024-01-04,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,74,0.041,11.6,0,74,0,8,1
2024-01-04 02:00:00,2024-01-04,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,61,0.034,11.3,0,61,0,4,1
2024-01-04 03:00:00,2024-01-04,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,59,0.033,13.6,0,59,0,9,1
2024-01-04 04:00:00,2024-01-04,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,92,0.051,13.9,0,92,0,11,1
2024-01-04 05:00:00,2024-01-04,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,252,0.14,16.2,0,252,0,3,1
2024-01-04 06:00:00,2024-01-04,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,735,0.368,24.4,1,735,0,8,1
2024-01-04 07:00:00,2024-01-04,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1676,0.838,64.9,3,1676,0,9,1
2024-01-04 08:00:00,2024-01-04,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,1975,0.987,72.5,3,1800,0,9,1
2024-01-04 09:00:00,2024-01-04,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,1428,0.714,32.4,2,1428,0,11,1
2024-01-04 10:00:00,2024-01-04,10,JCT_DEF,SCOOT-adaptive,Midday,100,890,0.494,18.5,1,890,0,21,1
2024-01-04 11:00:00,2024-01-04,11,JCT_DEF,SCOOT-adaptive,Midday,100,833,0.463,19.6,1,833,0,13,1
2024-01-04 12:00:00,2024-01-04,12,JCT_DEF,SCOOT-adaptive,Midday,100,864,0.48,20.2,1,864,0,15,1
2024-01-04 13:00:00,2024-01-04,13,JCT_DEF,SCOOT-adaptive,Midday,100,912,0.507,19.7,1,912,0,19,1
2024-01-04 14:00:00,2024-01-04,14,JCT_DEF,SCOOT-adaptive,Midday,100,904,0.502,19.4,1,904,0,4,1
2024-01-04 15:00:00,2024-01-04,15,JCT_DEF,SCOOT-adaptive,Midday,100,940,0.522,19.7,1,940,0,25,1
2024-01-04 16:00:00,2024-01-04,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,1107,0.554,26.6,2,1107,0,0,1
2024-01-04 17:00:00,2024-01-04,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,1145,0.573,25.1,2,1145,0,17,1
2024-01-04 18:00:00,2024-01-04,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1196,0.598,25.2,2,1196,0,15,1
2024-01-04 19:00:00,2024-01-04,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1014,0.507,24.5,2,1014,0,11,1
2024-01-04 20:00:00,2024-01-04,20,JCT_DEF,SCOOT-adaptive,Evening,90,933,0.518,17.2,1,933,0,8,1
2024-01-04 21:00:00,2024-01-04,21,JCT_DEF,SCOOT-adaptive,Evening,90,699,0.388,16.7,1,699,0,10,1
2024-01-04 22:00:00,2024-01-04,22,JCT_DEF,SCOOT-adaptive,Evening,90,490,0.272,15.1,1,490,0,8,1
2024-01-04 23:00:00,2024-01-04,23,JCT_DEF,SCOOT-adaptive,Evening,90,279,0.155,14.1,0,279,0,6,1
2024-01-05 00:00:00,2024-01-05,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,99,0.055,10.5,0,99,0,0,1
2024-01-05 01:00:00,2024-01-05,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,62,0.035,9.8,0,62,0,13,1
2024-01-05 02:00:00,2024-01-05,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,43,0.024,10.3,0,43,0,9,1
2024-01-05 03:00:00,2024-01-05,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,49,0.027,11.0,0,49,0,7,1
2024-01-05 04:00:00,2024-01-05,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,73,0.041,11.2,0,73,0,4,1
2024-01-05 05:00:00,2024-01-05,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,179,0.099,12.0,0,179,0,17,1
2024-01-05 06:00:00,2024-01-05,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,664,0.332,20.7,1,664,0,12,1
2024-01-05 07:00:00,2024-01-05,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1401,0.701,34.9,2,1401,0,11,1
2024-01-05 08:00:00,2024-01-05,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,1643,0.821,35.8,3,1643,0,8,1
2024-01-05 09:00:00,2024-01-05,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,1101,0.551,23.7,2,1101,0,7,1
2024-01-05 10:00:00,2024-01-05,10,JCT_DEF,SCOOT-adaptive,Midday,100,622,0.346,18.4,1,622,0,19,1
2024-01-05 11:00:00,2024-01-05,11,JCT_DEF,SCOOT-adaptive,Midday,100,695,0.386,18.9,1,695,0,16,1
2024-01-05 12:00:00,2024-01-05,12,JCT_DEF,SCOOT-adaptive,Midday,100,694,0.386,19.3,1,694,0,22,1
2024-01-05 13:00:00,2024-01-05,13,JCT_DEF,SCOOT-adaptive,Midday,100,848,0.471,17.7,1,848,0,5,1
2024-01-05 14:00:00,2024-01-05,14,JCT_DEF,SCOOT-adaptive,Midday,100,732,0.407,18.5,1,732,0,26,1
2024-01-05 15:00:00,2024-01-05,15,JCT_DEF,SCOOT-adaptive,Midday,100,717,0.398,18.4,1,717,0,14,1
2024-01-05 16:00:00,2024-01-05,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,960,0.48,25.6,2,960,0,18,1
2024-01-05 17:00:00,2024-01-05,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,1005,0.503,25.6,2,1005,0,1,1
2024-01-05 18:00:00,2024-01-05,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1045,0.523,27.3,2,1045,0,4,1
2024-01-05 19:00:00,2024-01-05,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,838,0.419,22.1,1,838,0,0,1
2024-01-05 20:00:00,2024-01-05,20,JCT_DEF,SCOOT-adaptive,Evening,90,768,0.427,17.3,1,768,0,17,1
2024-01-05 21:00:00,2024-01-05,21,JCT_DEF,SCOOT-adaptive,Evening,90,616,0.342,15.5,1,616,0,5,1
2024-01-05 22:00:00,2024-01-05,22,JCT_DEF,SCOOT-adaptive,Evening,90,396,0.22,16.2,0,396,0,11,1
2024-01-05 23:00:00,2024-01-05,23,JCT_DEF,SCOOT-adaptive,Evening,90,215,0.12,14.9,0,215,0,9,1
2024-01-06 00:00:00,2024-01-06,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,199,0.111,11.0,0,199,0,14,1
2024-01-06 01:00:00,2024-01-06,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,166,0.092,11.1,0,166,0,10,1
2024-01-06 02:00:00,2024-01-06,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,108,0.06,10.7,0,108,0,7,1
2024-01-06 03:00:00,2024-01-06,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,70,0.039,10.1,0,70,0,2,1
2024-01-06 04:00:00,2024-01-06,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,52,0.029,11.1,0,52,0,0,1
2024-01-06 05:00:00,2024-01-06,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,69,0.038,9.8,0,69,0,5,1
2024-01-06 06:00:00,2024-01-06,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,100,0.05,19.5,0,100,0,6,1
2024-01-06 07:00:00,2024-01-06,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,175,0.088,18.2,0,175,0,13,1
2024-01-06 08:00:00,2024-01-06,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,304,0.152,17.5,0,304,0,7,1
2024-01-06 09:00:00,2024-01-06,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,480,0.24,19.6,1,480,0,5,1
2024-01-06 10:00:00,2024-01-06,10,JCT_DEF,SCOOT-adaptive,Midday,100,627,0.348,16.9,1,627,0,25,1
2024-01-06 11:00:00,2024-01-06,11,JCT_DEF,SCOOT-adaptive,Midday,100,841,0.467,19.2,1,841,0,18,1
2024-01-06 12:00:00,2024-01-06,12,JCT_DEF,SCOOT-adaptive,Midday,100,807,0.448,19.1,1,807,0,13,1
2024-01-06 13:00:00,2024-01-06,13,JCT_DEF,SCOOT-adaptive,Midday,100,904,0.502,21.0,1,904,0,28,1
2024-01-06 14:00:00,2024-01-06,14,JCT_DEF,SCOOT-adaptive,Midday,100,775,0.431,18.6,1,775,0,28,1
2024-01-06 15:00:00,2024-01-06,15,JCT_DEF,SCOOT-adaptive,Midday,100,814,0.452,19.4,1,814,0,4,1
2024-01-06 16:00:00,2024-01-06,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,919,0.459,23.7,2,919,0,18,1
2024-01-06 17:00:00,2024-01-06,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,951,0.475,25.5,2,951,0,9,1
2024-01-06 18:00:00,2024-01-06,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1077,0.538,25.0,2,1077,0,15,1
2024-01-06 19:00:00,2024-01-06,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1197,0.598,26.5,2,1197,0,14,1
2024-01-06 20:00:00,2024-01-06,20,JCT_DEF,SCOOT-adaptive,Evening,90,1193,0.663,20.6,1,1193,0,7,1
2024-01-06 21:00:00,2024-01-06,21,JCT_DEF,SCOOT-adaptive,Evening,90,1047,0.581,19.8,1,1047,0,14,1
2024-01-06 22:00:00,2024-01-06,22,JCT_DEF,SCOOT-adaptive,Evening,90,727,0.404,17.1,1,727,0,5,1
2024-01-06 23:00:00,2024-01-06,23,JCT_DEF,SCOOT-adaptive,Evening,90,338,0.188,13.3,0,338,0,7,1
2024-01-07 00:00:00,2024-01-07,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,196,0.109,12.4,0,196,0,7,1
2024-01-07 01:00:00,2024-01-07,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,173,0.096,11.4,0,173,0,10,1
2024-01-07 02:00:00,2024-01-07,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,113,0.063,10.7,0,113,0,10,1
2024-01-07 03:00:00,2024-01-07,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,66,0.037,10.6,0,66,0,8,1
2024-01-07 04:00:00,2024-01-07,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,55,0.03,11.9,0,55,0,8,1
2024-01-07 05:00:00,2024-01-07,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,74,0.041,10.8,0,74,0,9,1
2024-01-07 06:00:00,2024-01-07,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,109,0.055,18.3,0,109,0,10,1
2024-01-07 07:00:00,2024-01-07,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,168,0.084,18.8,0,168,0,4,1
2024-01-07 08:00:00,2024-01-07,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,317,0.159,20.7,1,317,0,13,1
2024-01-07 09:00:00,2024-01-07,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,564,0.282,21.2,1,564,0,9,1
2024-01-07 10:00:00,2024-01-07,10,JCT_DEF,SCOOT-adaptive,Midday,100,644,0.358,19.1,1,644,0,31,1
2024-01-07 11:00:00,2024-01-07,11,JCT_DEF,SCOOT-adaptive,Midday,100,918,0.51,18.1,1,918,0,43,1
2024-01-07 12:00:00,2024-01-07,12,JCT_DEF,SCOOT-adaptive,Midday,100,904,0.502,20.2,1,904,0,22,1
2024-01-07 13:00:00,2024-01-07,13,JCT_DEF,SCOOT-adaptive,Midday,100,864,0.48,19.9,1,864,0,17,1
2024-01-07 14:00:00,2024-01-07,14,JCT_DEF,SCOOT-adaptive,Midday,100,919,0.511,20.0,1,919,0,9,1
2024-01-07 15:00:00,2024-01-07,15,JCT_DEF,SCOOT-adaptive,Midday,100,951,0.528,20.8,1,951,0,21,1
2024-01-07 16:00:00,2024-01-07,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,1031,0.516,27.6,2,1031,0,16,1
2024-01-07 17:00:00,2024-01-07,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,1076,0.538,27.3,2,1076,0,24,1
2024-01-07 18:00:00,2024-01-07,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1172,0.586,28.2,2,1172,0,25,1
2024-01-07 19:00:00,2024-01-07,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1243,0.622,28.7,2,1243,0,0,1
2024-01-07 20:00:00,2024-01-07,20,JCT_DEF,SCOOT-adaptive,Evening,90,1066,0.592,19.0,1,1066,0,7,1
2024-01-07 21:00:00,2024-01-07,21,JCT_DEF,SCOOT-adaptive,Evening,90,1015,0.564,18.9,1,1015,0,6,1
2024-01-07 22:00:00,2024-01-07,22,JCT_DEF,SCOOT-adaptive,Evening,90,792,0.44,16.2,1,792,0,10,1
2024-01-07 23:00:00,2024-01-07,23,JCT_DEF,SCOOT-adaptive,Evening,90,387,0.215,15.0,0,387,0,12,1
2024-01-08 00:00:00,2024-01-08,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,112,0.062,11.4,0,112,0,4,1
2024-01-08 01:00:00,2024-01-08,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,68,0.038,10.9,0,68,0,12,1
2024-01-08 02:00:00,2024-01-08,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,51,0.028,10.6,0,51,0,10,1
2024-01-08 03:00:00,2024-01-08,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,50,0.028,10.8,0,50,0,8,1
2024-01-08 04:00:00,2024-01-08,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,91,0.05,9.7,0,91,0,8,1
2024-01-08 05:00:00,2024-01-08,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,206,0.115,11.9,0,206,0,7,1
2024-01-08 06:00:00,2024-01-08,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,694,0.347,21.2,1,694,0,11,1
2024-01-08 07:00:00,2024-01-08,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1669,0.834,40.0,3,1669,0,10,1
2024-01-08 08:00:00,2024-01-08,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,1921,0.961,54.0,3,1800,0,8,1
2024-01-08 09:00:00,2024-01-08,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,1353,0.677,30.5,2,1353,0,6,1
2024-01-08 10:00:00,2024-01-08,10,JCT_DEF,SCOOT-adaptive,Midday,100,860,0.478,19.5,1,860,0,17,1
2024-01-08 11:00:00,2024-01-08,11,JCT_DEF,SCOOT-adaptive,Midday,100,850,0.472,20.2,1,850,0,6,1
2024-01-08 12:00:00,2024-01-08,12,JCT_DEF,SCOOT-adaptive,Midday,100,1120,0.622,21.5,1,1120,0,12,1
2024-01-08 13:00:00,2024-01-08,13,JCT_DEF,SCOOT-adaptive,Midday,100,841,0.467,21.0,1,841,0,19,1
2024-01-08 14:00:00,2024-01-08,14,JCT_DEF,SCOOT-adaptive,Midday,100,853,0.474,19.6,1,853,0,26,1
2024-01-08 15:00:00,2024-01-08,15,JCT_DEF,SCOOT-adaptive,Midday,100,990,0.55,20.9,1,990,0,12,1
2024-01-08 16:00:00,2024-01-08,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,966,0.483,27.2,2,966,0,26,1
2024-01-08 17:00:00,2024-01-08,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,1078,0.539,25.3,2,1078,0,20,1
2024-01-08 18:00:00,2024-01-08,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1147,0.573,27.6,2,1147,0,33,1
2024-01-08 19:00:00,2024-01-08,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,941,0.471,23.9,2,941,0,25,1
2024-01-08 20:00:00,2024-01-08,20,JCT_DEF,SCOOT-adaptive,Evening,90,834,0.463,19.0,1,834,0,9,1
2024-01-08 21:00:00,2024-01-08,21,JCT_DEF,SCOOT-adaptive,Evening,90,667,0.37,16.9,1,667,0,9,1
2024-01-08 22:00:00,2024-01-08,22,JCT_DEF,SCOOT-adaptive,Evening,90,428,0.238,14.1,0,428,0,0,1
2024-01-08 23:00:00,2024-01-08,23,JCT_DEF,SCOOT-adaptive,Evening,90,229,0.127,15.4,0,229,0,1,1
2024-01-09 00:00:00,2024-01-09,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,102,0.057,9.6,0,102,0,11,1
2024-01-09 01:00:00,2024-01-09,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,81,0.045,11.0,0,81,0,8,1
2024-01-09 02:00:00,2024-01-09,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,56,0.031,10.7,0,56,0,4,1
2024-01-09 03:00:00,2024-01-09,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,53,0.029,11.2,0,53,0,14,1
2024-01-09 04:00:00,2024-01-09,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,90,0.05,12.0,0,90,0,17,1
2024-01-09 05:00:00,2024-01-09,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,186,0.103,12.4,0,186,0,16,1
2024-01-09 06:00:00,2024-01-09,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,794,0.397,19.7,1,794,0,8,1
2024-01-09 07:00:00,2024-01-09,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1490,0.745,34.4,2,1490,0,2,1
