datetime,date,hour,junction_id,control_type,active_program,cycle_length_s,approach_demand_vph,degree_of_saturation,avg_delay_s_per_veh,avg_queue_veh,throughput_vph,phase_failures,pedestrian_calls,adaptive_active
2023-01-03 10:00:00,2023-01-03,10,JCT_DEF,SCOOT-adaptive,Midday,100,767,0.426,18.6,1,767,0,5,1
2023-01-03 11:00:00,2023-01-03,11,JCT_DEF,SCOOT-adaptive,Midday,100,796,0.442,18.5,1,796,0,11,1
2023-01-03 12:00:00,2023-01-03,12,JCT_DEF,SCOOT-adaptive,Midday,100,870,0.483,20.6,1,870,0,15,1
2023-01-03 13:00:00,2023-01-03,13,JCT_DEF,SCOOT-adaptive,Midday,100,883,0.49,19.3,1,883,0,24,1
2023-01-03 14:00:00,2023-01-03,14,JCT_DEF,SCOOT-adaptive,Midday,100,829,0.46,18.1,1,829,0,15,1
2023-01-03 15:00:00,2023-01-03,15,JCT_DEF,SCOOT-adaptive,Midday,100,916,0.509,19.9,1,916,0,17,1
2023-01-03 16:00:00,2023-01-03,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,1088,0.544,25.3,2,1088,0,21,1
2023-01-03 17:00:00,2023-01-03,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,1044,0.522,25.9,2,1044,0,8,1
2023-01-03 18:00:00,2023-01-03,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1187,0.593,27.3,2,1187,0,11,1
2023-01-03 19:00:00,2023-01-03,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1046,0.523,24.0,2,1046,0,15,1
2023-01-03 20:00:00,2023-01-03,20,JCT_DEF,SCOOT-adaptive,Evening,90,965,0.536,18.1,1,965,0,6,1
2023-01-03 21:00:00,2023-01-03,21,JCT_DEF,SCOOT-adaptive,Evening,90,643,0.357,17.1,1,643,0,1,1
2023-01-03 22:00:00,2023-01-03,22,JCT_DEF,SCOOT-adaptive,Evening,90,484,0.269,15.8,1,484,0,9,1
2023-01-03 23:00:00,2023-01-03,23,JCT_DEF,SCOOT-adaptive,Evening,90,263,0.146,13.8,0,263,0,11,1
2023-01-04 00:00:00,2023-01-04,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,103,0.057,10.8,0,103,0,12,1
2023-01-04 01:00:00,2023-01-04,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,73,0.04,10.7,0,73,0,13,1
2023-01-04 02:00:00,2023-01-04,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,54,0.03,11.0,0,54,0,15,1
2023-01-04 03:00:00,2023-01-04,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,51,0.029,10.1,0,51,0,5,1
2023-01-04 04:00:00,2023-01-04,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,88,0.049,10.8,0,88,0,8,1
2023-01-04 05:00:00,2023-01-04,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,197,0.109,10.2,0,197,0,16,1
2023-01-04 06:00:00,2023-01-04,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,765,0.382,21.5,1,765,0,10,1
2023-01-04 07:00:00,2023-01-04,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1523,0.762,34.4,2,1523,0,3,1
2023-01-04 08:00:00,2023-01-04,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,1786,0.893,43.1,3,1786,0,9,1
2023-01-04 09:00:00,2023-01-04,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,1382,0.691,30.5,2,1382,0,6,1
2023-01-04 10:00:00,2023-01-04,10,JCT_DEF,SCOOT-adaptive,Midday,100,754,0.419,17.5,1,754,0,22,1
2023-01-04 11:00:00,2023-01-04,11,JCT_DEF,SCOOT-adaptive,Midday,100,801,0.445,18.5,1,801,0,5,1
2023-01-04 12:00:00,2023-01-04,12,JCT_DEF,SCOOT-adaptive,Midday,100,906,0.504,20.2,1,906,0,9,1
2023-01-04 13:00:00,2023-01-04,13,JCT_DEF,SCOOT-adaptive,Midday,100,946,0.525,19.0,1,946,0,9,1
2023-01-04 14:00:00,2023-01-04,14,JCT_DEF,SCOOT-adaptive,Midday,100,818,0.454,20.0,1,818,0,15,1
2023-01-04 15:00:00,2023-01-04,15,JCT_DEF,SCOOT-adaptive,Midday,100,859,0.477,20.7,1,859,0,14,1
2023-01-04 16:00:00,2023-01-04,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,1058,0.529,24.7,2,1058,0,21,1
2023-01-04 17:00:00,2023-01-04,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,966,0.483,24.2,2,966,0,23,1
2023-01-04 18:00:00,2023-01-04,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1077,0.538,24.2,2,1077,0,10,1
2023-01-04 19:00:00,2023-01-04,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1007,0.504,26.8,2,1007,0,16,1
2023-01-04 20:00:00,2023-01-04,20,JCT_DEF,SCOOT-adaptive,Evening,90,832,0.462,17.6,1,832,0,5,1
2023-01-04 21:00:00,2023-01-04,21,JCT_DEF,SCOOT-adaptive,Evening,90,718,0.399,15.2,1,718,0,17,1
2023-01-04 22:00:00,2023-01-04,22,JCT_DEF,SCOOT-adaptive,Evening,90,412,0.229,15.6,0,412,0,10,1
2023-01-04 23:00:00,2023-01-04,23,JCT_DEF,SCOOT-adaptive,Evening,90,282,0.157,15.1,0,282,0,13,1
2023-01-05 00:00:00,2023-01-05,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,101,0.056,10.8,0,101,0,6,1
2023-01-05 01:00:00,2023-01-05,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,68,0.038,11.4,0,68,0,14,1
2023-01-05 02:00:00,2023-01-05,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,54,0.03,11.0,0,54,0,0,1
2023-01-05 03:00:00,2023-01-05,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,48,0.027,10.9,0,48,0,10,1
2023-01-05 04:00:00,2023-01-05,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,81,0.045,10.7,0,81,0,11,1
2023-01-05 05:00:00,2023-01-05,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,211,0.117,10.9,0,211,0,4,1
2023-01-05 06:00:00,2023-01-05,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,734,0.367,21.3,1,734,0,11,1
2023-01-05 07:00:00,2023-01-05,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1651,0.826,39.5,3,1651,0,5,1
2023-01-05 08:00:00,2023-01-05,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,1836,0.918,48.1,3,1800,0,9,1
2023-01-05 09:00:00,2023-01-05,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,1318,0.659,29.7,2,1318,0,3,1
2023-01-05 10:00:00,2023-01-05,10,JCT_DEF,SCOOT-adaptive,Midday,100,718,0.399,19.9,1,718,0,13,1
2023-01-05 11:00:00,2023-01-05,11,JCT_DEF,SCOOT-adaptive,Midday,100,734,0.408,18.8,1,734,0,11,1
2023-01-05 12:00:00,2023-01-05,12,JCT_DEF,SCOOT-adaptive,Midday,100,865,0.481,18.5,1,865,0,21,1
2023-01-05 13:00:00,2023-01-05,13,JCT_DEF,SCOOT-adaptive,Midday,100,883,0.491,18.8,1,883,0,3,1
2023-01-05 14:00:00,2023-01-05,14,JCT_DEF,SCOOT-adaptive,Midday,100,863,0.48,18.2,1,863,0,16,1
2023-01-05 15:00:00,2023-01-05,15,JCT_DEF,SCOOT-adaptive,Midday,100,930,0.517,19.3,1,930,0,21,1
2023-01-05 16:00:00,2023-01-05,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,991,0.496,22.7,2,991,0,18,1
2023-01-05 17:00:00,2023-01-05,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,1056,0.528,24.4,2,1056,0,14,1
2023-01-05 18:00:00,2023-01-05,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1052,0.526,25.1,2,1052,0,24,1
2023-01-05 19:00:00,2023-01-05,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,881,0.441,23.7,2,881,0,30,1
2023-01-05 20:00:00,2023-01-05,20,JCT_DEF,SCOOT-adaptive,Evening,90,872,0.484,16.3,1,872,0,10,1
2023-01-05 21:00:00,2023-01-05,21,JCT_DEF,SCOOT-adaptive,Evening,90,669,0.372,15.9,1,669,0,11,1
2023-01-05 22:00:00,2023-01-05,22,JCT_DEF,SCOOT-adaptive,Evening,90,430,0.239,16.5,1,430,0,6,1
2023-01-05 23:00:00,2023-01-05,23,JCT_DEF,SCOOT-adaptive,Evening,90,246,0.137,15.9,0,246,0,16,1
2023-01-06 00:00:00,2023-01-06,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,85,0.047,11.3,0,85,0,12,1
2023-01-06 01:00:00,2023-01-06,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,60,0.033,10.3,0,60,0,12,1
2023-01-06 02:00:00,2023-01-06,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,43,0.024,10.8,0,43,0,6,1
2023-01-06 03:00:00,2023-01-06,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,45,0.025,10.3,0,45,0,7,1
2023-01-06 04:00:00,2023-01-06,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,73,0.041,10.4,0,73,0,2,1
2023-01-06 05:00:00,2023-01-06,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,168,0.093,10.5,0,168,0,13,1
2023-01-06 06:00:00,2023-01-06,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,625,0.312,18.8,1,625,0,0,1
2023-01-06 07:00:00,2023-01-06,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1173,0.586,25.0,2,1173,0,3,1
2023-01-06 08:00:00,2023-01-06,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,1498,0.749,34.5,2,1498,0,8,1
2023-01-06 09:00:00,2023-01-06,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,1005,0.502,22.5,2,1005,0,10,1
2023-01-06 10:00:00,2023-01-06,10,JCT_DEF,SCOOT-adaptive,Midday,100,698,0.388,18.2,1,698,0,10,1
2023-01-06 11:00:00,2023-01-06,11,JCT_DEF,SCOOT-adaptive,Midday,100,593,0.33,16.3,1,593,0,21,1
2023-01-06 12:00:00,2023-01-06,12,JCT_DEF,SCOOT-adaptive,Midday,100,697,0.387,18.8,1,697,0,33,1
2023-01-06 13:00:00,2023-01-06,13,JCT_DEF,SCOOT-adaptive,Midday,100,726,0.403,18.1,1,726,0,22,1
2023-01-06 14:00:00,2023-01-06,14,JCT_DEF,SCOOT-adaptive,Midday,100,650,0.361,17.1,1,650,0,9,1
2023-01-06 15:00:00,2023-01-06,15,JCT_DEF,SCOOT-adaptive,Midday,100,663,0.368,19.7,1,663,0,12,1
2023-01-06 16:00:00,2023-01-06,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,860,0.43,24.4,2,860,0,31,1
2023-01-06 17:00:00,2023-01-06,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,682,0.341,22.4,1,682,0,18,1
2023-01-06 18:00:00,2023-01-06,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,866,0.433,23.0,2,866,0,6,1
2023-01-06 19:00:00,2023-01-06,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,672,0.336,23.5,1,672,0,14,1
2023-01-06 20:00:00,2023-01-06,20,JCT_DEF,SCOOT-adaptive,Evening,90,796,0.442,16.6,1,796,0,18,1
2023-01-06 21:00:00,2023-01-06,21,JCT_DEF,SCOOT-adaptive,Evening,90,469,0.26,15.1,1,469,0,3,1
2023-01-06 22:00:00,2023-01-06,22,JCT_DEF,SCOOT-adaptive,Evening,90,360,0.2,12.9,0,360,0,13,1
2023-01-06 23:00:00,2023-01-06,23,JCT_DEF,SCOOT-adaptive,Evening,90,202,0.112,14.0,0,202,0,14,1
2023-01-07 00:00:00,2023-01-07,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,202,0.112,11.6,0,202,0,6,1
2023-01-07 01:00:00,2023-01-07,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,147,0.082,10.4,0,147,0,4,1
2023-01-07 02:00:00,2023-01-07,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,96,0.053,11.0,0,96,0,10,1
2023-01-07 03:00:00,2023-01-07,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,67,0.037,10.3,0,67,0,5,1
2023-01-07 04:00:00,2023-01-07,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,50,0.028,11.2,0,50,0,11,1
2023-01-07 05:00:00,2023-01-07,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,60,0.033,11.1,0,60,0,4,1
2023-01-07 06:00:00,2023-01-07,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,99,0.049,18.1,0,99,0,0,1
2023-01-07 07:00:00,2023-01-07,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,170,0.085,18.2,0,170,0,7,1
2023-01-07 08:00:00,2023-01-07,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,311,0.156,19.1,1,311,0,10,1
2023-01-07 09:00:00,2023-01-07,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,432,0.216,17.9,1,432,0,7,1
2023-01-07 10:00:00,2023-01-07,10,JCT_DEF,SCOOT-adaptive,Midday,100,613,0.34,17.3,1,613,0,16,1
2023-01-07 11:00:00,2023-01-07,11,JCT_DEF,SCOOT-adaptive,Midday,100,776,0.431,18.9,1,776,0,25,1
2023-01-07 12:00:00,2023-01-07,12,JCT_DEF,SCOOT-adaptive,Midday,100,868,0.482,18.7,1,868,0,30,1
2023-01-07 13:00:00,2023-01-07,13,JCT_DEF,SCOOT-adaptive,Midday,100,856,0.476,18.9,1,856,0,3,1
2023-01-07 14:00:00,2023-01-07,14,JCT_DEF,SCOOT-adaptive,Midday,100,777,0.432,17.5,1,777,0,21,1
2023-01-07 15:00:00,2023-01-07,15,JCT_DEF,SCOOT-adaptive,Midday,100,779,0.433,18.7,1,779,0,25,1
2023-01-07 16:00:00,2023-01-07,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,836,0.418,24.1,1,836,0,23,1
2023-01-07 17:00:00,2023-01-07,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,967,0.484,23.0,2,967,0,0,1
2023-01-07 18:00:00,2023-01-07,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1051,0.525,25.0,2,1051,0,25,1
2023-01-07 19:00:00,2023-01-07,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1168,0.584,27.5,2,1168,0,13,1
2023-01-07 20:00:00,2023-01-07,20,JCT_DEF,SCOOT-adaptive,Evening,90,929,0.516,17.7,1,929,0,4,1
2023-01-07 21:00:00,2023-01-07,21,JCT_DEF,SCOOT-adaptive,Evening,90,932,0.518,19.0,1,932,0,6,1
2023-01-07 22:00:00,2023-01-07,22,JCT_DEF,SCOOT-adaptive,Evening,90,646,0.359,15.6,1,646,0,7,1
2023-01-07 23:00:00,2023-01-07,23,JCT_DEF,SCOOT-adaptive,Evening,90,350,0.194,16.2,0,350,0,10,1
2023-01-08 00:00:00,2023-01-08,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,219,0.121,10.8,0,219,0,9,1
2023-01-08 01:00:00,2023-01-08,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,147,0.082,11.8,0,147,0,12,1
2023-01-08 02:00:00,2023-01-08,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,108,0.06,11.0,0,108,0,6,1
2023-01-08 03:00:00,2023-01-08,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,71,0.039,9.9,0,71,0,3,1
2023-01-08 04:00:00,2023-01-08,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,54,0.03,11.0,0,54,0,0,1
2023-01-08 05:00:00,2023-01-08,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,74,0.041,11.2,0,74,0,0,1
2023-01-08 06:00:00,2023-01-08,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,114,0.057,18.0,0,114,0,12,1
2023-01-08 07:00:00,2023-01-08,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,171,0.086,20.8,0,171,0,2,1
2023-01-08 08:00:00,2023-01-08,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,311,0.155,17.7,1,311,0,2,1
2023-01-08 09:00:00,2023-01-08,9,JCT_DEF,SCOOT-adaptive,AM Peak,140,524,0.262,21.0,1,524,0,7,1
2023-01-08 10:00:00,2023-01-08,10,JCT_DEF,SCOOT-adaptive,Midday,100,670,0.372,17.6,1,670,0,4,1
2023-01-08 11:00:00,2023-01-08,11,JCT_DEF,SCOOT-adaptive,Midday,100,801,0.445,18.2,1,801,0,24,1
2023-01-08 12:00:00,2023-01-08,12,JCT_DEF,SCOOT-adaptive,Midday,100,892,0.496,19.3,1,892,0,30,1
2023-01-08 13:00:00,2023-01-08,13,JCT_DEF,SCOOT-adaptive,Midday,100,821,0.456,17.4,1,821,0,18,1
2023-01-08 14:00:00,2023-01-08,14,JCT_DEF,SCOOT-adaptive,Midday,100,789,0.439,18.6,1,789,0,8,1
2023-01-08 15:00:00,2023-01-08,15,JCT_DEF,SCOOT-adaptive,Midday,100,762,0.423,17.7,1,762,0,21,1
2023-01-08 16:00:00,2023-01-08,16,JCT_DEF,SCOOT-adaptive,PM Peak,150,872,0.436,23.6,2,872,0,16,1
2023-01-08 17:00:00,2023-01-08,17,JCT_DEF,SCOOT-adaptive,PM Peak,150,983,0.491,24.1,2,983,0,14,1
2023-01-08 18:00:00,2023-01-08,18,JCT_DEF,SCOOT-adaptive,PM Peak,150,1127,0.564,24.8,2,1127,0,13,1
2023-01-08 19:00:00,2023-01-08,19,JCT_DEF,SCOOT-adaptive,PM Peak,150,1274,0.637,27.1,2,1274,0,18,1
2023-01-08 20:00:00,2023-01-08,20,JCT_DEF,SCOOT-adaptive,Evening,90,1121,0.623,20.3,1,1121,0,6,1
2023-01-08 21:00:00,2023-01-08,21,JCT_DEF,SCOOT-adaptive,Evening,90,972,0.54,17.8,1,972,0,7,1
2023-01-08 22:00:00,2023-01-08,22,JCT_DEF,SCOOT-adaptive,Evening,90,723,0.402,17.0,1,723,0,12,1
2023-01-08 23:00:00,2023-01-08,23,JCT_DEF,SCOOT-adaptive,Evening,90,385,0.214,15.3,0,385,0,6,1
2023-01-09 00:00:00,2023-01-09,0,JCT_DEF,SCOOT-adaptive,Early Morning,70,94,0.052,11.1,0,94,0,12,1
2023-01-09 01:00:00,2023-01-09,1,JCT_DEF,SCOOT-adaptive,Early Morning,70,69,0.038,10.3,0,69,0,16,1
2023-01-09 02:00:00,2023-01-09,2,JCT_DEF,SCOOT-adaptive,Early Morning,70,52,0.029,11.4,0,52,0,2,1
2023-01-09 03:00:00,2023-01-09,3,JCT_DEF,SCOOT-adaptive,Early Morning,70,50,0.028,10.4,0,50,0,9,1
2023-01-09 04:00:00,2023-01-09,4,JCT_DEF,SCOOT-adaptive,Early Morning,70,93,0.051,11.3,0,93,0,5,1
2023-01-09 05:00:00,2023-01-09,5,JCT_DEF,SCOOT-adaptive,Early Morning,70,199,0.11,11.0,0,199,0,10,1
2023-01-09 06:00:00,2023-01-09,6,JCT_DEF,SCOOT-adaptive,AM Peak,140,716,0.358,20.3,1,716,0,9,1
2023-01-09 07:00:00,2023-01-09,7,JCT_DEF,SCOOT-adaptive,AM Peak,140,1541,0.771,37.2,3,1541,0,7,1
2023-01-09 08:00:00,2023-01-09,8,JCT_DEF,SCOOT-adaptive,AM Peak,140,1732,0.866,41.7,3,1732,0,9,1
