datetime,date,hour,temp_c,humidity_pct,wind_kph,visibility_km,precip_mm,condition
2023-01-02 12:00:00,2023-01-02,12,23.5,83,10.3,10.0,0.0,Hazy
2023-01-02 13:00:00,2023-01-02,13,23.6,79,8.5,10.0,0.0,Partly Cloudy
2023-01-02 14:00:00,2023-01-02,14,24.3,71,5.2,10.0,0.0,Sunny
2023-01-02 15:00:00,2023-01-02,15,26.3,64,11.5,10.0,0.0,Hazy
2023-01-02 16:00:00,2023-01-02,16,26.2,63,18.8,10.0,0.0,Partly Cloudy
2023-01-02 17:00:00,2023-01-02,17,25.3,59,13.6,10.0,0.0,Partly Cloudy
2023-01-02 18:00:00,2023-01-02,18,22.8,52,7.7,10.0,0.0,Sunny
2023-01-02 19:00:00,2023-01-02,19,22.5,48,11.7,10.0,0.0,Clear
2023-01-02 20:00:00,2023-01-02,20,20.8,52,7.3,10.0,0.0,Clear
2023-01-02 21:00:00,2023-01-02,21,19.3,54,16.0,10.0,0.0,Clear
2023-01-02 22:00:00,2023-01-02,22,18.4,45,19.2,10.0,0.0,Clear
2023-01-02 23:00:00,2023-01-02,23,16.0,48,19.5,10.0,0.0,Clear
2023-01-03 00:00:00,2023-01-03,0,15.2,54,9.2,10.0,0.0,Clear
2023-01-03 01:00:00,2023-01-03,1,13.5,58,7.5,10.0,0.0,Clear
2023-01-03 02:00:00,2023-01-03,2,13.1,58,21.1,10.0,0.0,Clear
2023-01-03 03:00:00,2023-01-03,3,13.3,73,8.7,10.0,0.0,Clear
2023-01-03 04:00:00,2023-01-03,4,11.0,71,11.5,10.0,0.0,Clear
2023-01-03 05:00:00,2023-01-03,5,13.0,76,13.5,10.0,0.0,Clear
2023-01-03 06:00:00,2023-01-03,6,13.8,85,10.8,10.0,0.0,Clear
2023-01-03 07:00:00,2023-01-03,7,15.0,79,17.6,10.0,0.0,Sunny
2023-01-03 08:00:00,2023-01-03,8,17.0,82,3.2,10.0,0.0,Sunny
2023-01-03 09:00:00,2023-01-03,9,20.8,78,15.0,10.0,0.0,Sunny
2023-01-03 10:00:00,2023-01-03,10,19.6,82,5.8,10.0,0.0,Sunny
2023-01-03 11:00:00,2023-01-03,11,23.4,75,7.9,10.0,0.0,Partly Cloudy
2023-01-03 12:00:00,2023-01-03,12,21.6,81,12.3,10.0,0.0,Sunny
2023-01-03 13:00:00,2023-01-03,13,24.2,76,2.5,10.0,0.0,Sunny
2023-01-03 14:00:00,2023-01-03,14,25.5,69,9.6,10.0,0.0,Sunny
2023-01-03 15:00:00,2023-01-03,15,26.2,65,8.4,10.0,0.0,Sunny
2023-01-03 16:00:00,2023-01-03,16,26.1,63,10.0,10.0,0.0,Sunny
2023-01-03 17:00:00,2023-01-03,17,25.6,51,8.0,10.0,0.0,Partly Cloudy
2023-01-03 18:00:00,2023-01-03,18,23.2,53,11.6,10.0,0.0,Partly Cloudy
2023-01-03 19:00:00,2023-01-03,19,21.7,52,7.1,10.0,0.0,Clear
2023-01-03 20:00:00,2023-01-03,20,21.7,40,10.5,10.0,0.0,Clear
2023-01-03 21:00:00,2023-01-03,21,18.8,50,12.3,10.0,0.0,Clear
2023-01-03 22:00:00,2023-01-03,22,15.8,41,21.6,10.0,0.0,Clear
2023-01-03 23:00:00,2023-01-03,23,14.4,49,24.8,10.0,0.0,Clear
2023-01-04 00:00:00,2023-01-04,0,13.3,48,3.5,10.0,0.0,Clear
2023-01-04 01:00:00,2023-01-04,1,14.0,62,22.7,10.0,0.0,Clear
2023-01-04 02:00:00,2023-01-04,2,12.9,56,5.1,10.0,0.0,Clear
2023-01-04 03:00:00,2023-01-04,3,13.3,58,10.6,10.0,0.0,Clear
2023-01-04 04:00:00,2023-01-04,4,12.2,70,2.6,10.0,0.0,Clear
2023-01-04 05:00:00,2023-01-04,5,13.6,72,2.0,10.0,0.0,Clear
2023-01-04 06:00:00,2023-01-04,6,15.2,72,39.8,10.0,0.0,Clear
2023-01-04 07:00:00,2023-01-04,7,15.4,83,10.8,10.0,0.0,Partly Cloudy
2023-01-04 08:00:00,2023-01-04,8,17.9,74,9.1,10.0,0.0,Partly Cloudy
2023-01-04 09:00:00,2023-01-04,9,18.2,79,13.4,10.0,0.0,Sunny
2023-01-04 10:00:00,2023-01-04,10,20.2,80,9.3,10.0,0.0,Sunny
2023-01-04 11:00:00,2023-01-04,11,21.8,84,19.1,10.0,0.0,Sunny
2023-01-04 12:00:00,2023-01-04,12,22.2,83,12.8,10.0,0.0,Hazy
2023-01-04 13:00:00,2023-01-04,13,25.2,78,17.0,10.0,0.0,Sunny
2023-01-04 14:00:00,2023-01-04,14,24.7,69,5.8,10.0,0.0,Sunny
2023-01-04 15:00:00,2023-01-04,15,25.5,55,3.0,10.0,0.0,Partly Cloudy
2023-01-04 16:00:00,2023-01-04,16,25.9,62,20.5,10.0,0.0,Sunny
2023-01-04 17:00:00,2023-01-04,17,25.2,62,13.8,10.0,0.0,Sunny
2023-01-04 18:00:00,2023-01-04,18,24.4,57,4.0,10.0,0.0,Partly Cloudy
2023-01-04 19:00:00,2023-01-04,19,22.1,51,4.1,10.0,0.0,Clear
2023-01-04 20:00:00,2023-01-04,20,20.2,43,11.8,10.0,0.0,Clear
2023-01-04 21:00:00,2023-01-04,21,18.9,45,16.1,10.0,0.0,Clear
2023-01-04 22:00:00,2023-01-04,22,15.3,55,5.1,10.0,0.0,Clear
2023-01-04 23:00:00,2023-01-04,23,14.0,44,28.4,10.0,0.0,Clear
2023-01-05 00:00:00,2023-01-05,0,12.8,48,17.6,10.0,0.0,Clear
2023-01-05 01:00:00,2023-01-05,1,12.2,60,21.5,10.0,0.0,Clear
2023-01-05 02:00:00,2023-01-05,2,13.2,59,11.5,10.0,0.0,Clear
2023-01-05 03:00:00,2023-01-05,3,11.4,60,10.8,10.0,0.0,Clear
2023-01-05 04:00:00,2023-01-05,4,12.3,76,3.7,10.0,0.0,Clear
2023-01-05 05:00:00,2023-01-05,5,14.9,76,5.9,10.0,0.0,Clear
2023-01-05 06:00:00,2023-01-05,6,14.0,76,9.9,10.0,0.0,Clear
2023-01-05 07:00:00,2023-01-05,7,16.6,76,14.0,10.0,0.0,Sunny
2023-01-05 08:00:00,2023-01-05,8,16.2,91,12.3,10.0,0.0,Hazy
2023-01-05 09:00:00,2023-01-05,9,18.8,83,2.0,10.0,0.0,Sunny
2023-01-05 10:00:00,2023-01-05,10,19.5,88,4.9,10.0,0.0,Sunny
2023-01-05 11:00:00,2023-01-05,11,21.8,84,12.9,10.0,0.0,Sunny
2023-01-05 12:00:00,2023-01-05,12,24.6,76,14.3,10.0,0.0,Sunny
2023-01-05 13:00:00,2023-01-05,13,22.6,72,7.9,10.0,0.0,Sunny
2023-01-05 14:00:00,2023-01-05,14,25.8,75,16.5,10.0,0.0,Sunny
2023-01-05 15:00:00,2023-01-05,15,25.8,71,16.4,10.0,0.0,Sunny
2023-01-05 16:00:00,2023-01-05,16,24.6,53,38.1,10.0,0.0,Sunny
2023-01-05 17:00:00,2023-01-05,17,22.9,58,10.9,10.0,0.0,Sunny
2023-01-05 18:00:00,2023-01-05,18,23.7,52,7.7,10.0,0.0,Sunny
2023-01-05 19:00:00,2023-01-05,19,21.6,45,5.1,10.0,0.0,Clear
2023-01-05 20:00:00,2023-01-05,20,21.0,49,3.3,10.0,0.0,Clear
2023-01-05 21:00:00,2023-01-05,21,19.0,42,15.9,10.0,0.0,Clear
2023-01-05 22:00:00,2023-01-05,22,19.2,46,14.7,10.0,0.0,Clear
2023-01-05 23:00:00,2023-01-05,23,15.5,46,3.7,10.0,0.0,Clear
2023-01-06 00:00:00,2023-01-06,0,13.2,50,16.0,10.0,0.0,Clear
2023-01-06 01:00:00,2023-01-06,1,13.6,56,12.0,10.0,0.0,Clear
2023-01-06 02:00:00,2023-01-06,2,13.0,56,8.6,10.0,0.0,Clear
2023-01-06 03:00:00,2023-01-06,3,14.1,71,2.0,10.0,0.0,Clear
2023-01-06 04:00:00,2023-01-06,4,13.7,72,14.6,10.0,0.0,Clear
2023-01-06 05:00:00,2023-01-06,5,13.8,81,30.9,10.0,0.0,Clear
2023-01-06 06:00:00,2023-01-06,6,16.2,77,5.7,10.0,0.0,Clear
2023-01-06 07:00:00,2023-01-06,7,14.3,78,12.0,10.0,0.0,Sunny
2023-01-06 08:00:00,2023-01-06,8,16.5,89,15.4,10.0,0.0,Sunny
2023-01-06 09:00:00,2023-01-06,9,17.9,81,2.0,10.0,0.0,Sunny
2023-01-06 10:00:00,2023-01-06,10,20.2,82,5.0,10.0,0.0,Hazy
2023-01-06 11:00:00,2023-01-06,11,20.6,83,2.8,10.0,0.0,Sunny
2023-01-06 12:00:00,2023-01-06,12,24.4,73,30.8,10.0,0.0,Partly Cloudy
2023-01-06 13:00:00,2023-01-06,13,24.4,77,2.0,10.0,0.0,Sunny
2023-01-06 14:00:00,2023-01-06,14,23.5,72,8.6,10.0,0.0,Sunny
2023-01-06 15:00:00,2023-01-06,15,24.3,70,13.0,10.0,0.0,Sunny
2023-01-06 16:00:00,2023-01-06,16,25.7,64,5.7,10.0,0.0,Sunny
2023-01-06 17:00:00,2023-01-06,17,25.6,61,2.0,10.0,0.0,Partly Cloudy
2023-01-06 18:00:00,2023-01-06,18,26.0,52,8.8,10.0,0.0,Partly Cloudy
2023-01-06 19:00:00,2023-01-06,19,25.7,46,5.6,10.0,0.0,Clear
2023-01-06 20:00:00,2023-01-06,20,21.2,56,14.0,10.0,0.0,Clear
2023-01-06 21:00:00,2023-01-06,21,17.8,41,17.8,10.0,0.0,Clear
2023-01-06 22:00:00,2023-01-06,22,14.8,42,3.7,10.0,0.0,Clear
2023-01-06 23:00:00,2023-01-06,23,16.1,52,6.1,10.0,0.0,Clear
2023-01-07 00:00:00,2023-01-07,0,13.4,59,6.3,10.0,0.0,Clear
2023-01-07 01:00:00,2023-01-07,1,12.9,57,17.6,10.0,0.0,Clear
2023-01-07 02:00:00,2023-01-07,2,12.0,64,11.1,10.0,0.0,Clear
2023-01-07 03:00:00,2023-01-07,3,12.3,57,3.8,10.0,0.0,Clear
2023-01-07 04:00:00,2023-01-07,4,14.0,68,21.5,10.0,0.0,Clear
2023-01-07 05:00:00,2023-01-07,5,13.6,67,5.6,10.0,0.0,Clear
2023-01-07 06:00:00,2023-01-07,6,14.2,81,7.0,10.0,0.0,Clear
2023-01-07 07:00:00,2023-01-07,7,14.5,74,4.7,10.0,0.0,Sunny
2023-01-07 08:00:00,2023-01-07,8,15.3,77,11.7,10.0,0.0,Sunny
2023-01-07 09:00:00,2023-01-07,9,18.4,85,7.9,10.0,0.0,Partly Cloudy
2023-01-07 10:00:00,2023-01-07,10,20.6,87,25.8,10.0,0.0,Sunny
2023-01-07 11:00:00,2023-01-07,11,24.4,80,11.2,10.0,0.0,Sunny
2023-01-07 12:00:00,2023-01-07,12,23.8,80,4.9,10.0,0.0,Sunny
2023-01-07 13:00:00,2023-01-07,13,25.8,76,10.3,10.0,0.0,Sunny
2023-01-07 14:00:00,2023-01-07,14,24.7,69,28.3,10.0,0.0,Sunny
2023-01-07 15:00:00,2023-01-07,15,24.1,61,3.4,10.0,0.0,Sunny
2023-01-07 16:00:00,2023-01-07,16,24.1,63,14.6,10.0,0.0,Sunny
2023-01-07 17:00:00,2023-01-07,17,23.8,58,2.0,10.0,0.0,Sunny
2023-01-07 18:00:00,2023-01-07,18,26.2,56,24.6,10.0,0.0,Sunny
2023-01-07 19:00:00,2023-01-07,19,21.3,51,7.1,10.0,0.0,Clear
2023-01-07 20:00:00,2023-01-07,20,21.7,43,4.8,10.0,0.0,Clear
2023-01-07 21:00:00,2023-01-07,21,17.9,50,27.1,10.0,0.0,Clear
2023-01-07 22:00:00,2023-01-07,22,18.4,48,9.8,10.0,0.0,Clear
2023-01-07 23:00:00,2023-01-07,23,16.2,47,10.1,10.0,0.0,Clear
2023-01-08 00:00:00,2023-01-08,0,14.2,51,7.2,10.0,0.0,Clear
2023-01-08 01:00:00,2023-01-08,1,13.3,53,7.5,10.0,0.0,Clear
2023-01-08 02:00:00,2023-01-08,2,11.9,64,2.0,10.0,0.0,Clear
2023-01-08 03:00:00,2023-01-08,3,13.0,59,14.5,10.0,0.0,Clear
2023-01-08 04:00:00,2023-01-08,4,12.2,66,2.8,10.0,0.0,Clear
2023-01-08 05:00:00,2023-01-08,5,11.9,73,19.5,10.0,0.0,Clear
2023-01-08 06:00:00,2023-01-08,6,12.9,84,4.1,10.0,0.0,Clear
2023-01-08 07:00:00,2023-01-08,7,16.0,85,10.8,10.0,0.0,Sunny
2023-01-08 08:00:00,2023-01-08,8,19.2,76,6.3,10.0,0.0,Sunny
2023-01-08 09:00:00,2023-01-08,9,19.2,88,7.2,10.0,0.0,Sunny
2023-01-08 10:00:00,2023-01-08,10,20.5,88,8.4,10.0,0.0,Sunny
2023-01-08 11:00:00,2023-01-08,11,22.6,76,12.9,10.0,0.0,Sunny
2023-01-08 12:00:00,2023-01-08,12,25.2,68,26.6,10.0,0.0,Sunny
2023-01-08 13:00:00,2023-01-08,13,24.9,74,7.1,10.0,0.0,Sunny
2023-01-08 14:00:00,2023-01-08,14,24.8,74,2.0,10.0,0.0,Sunny
2023-01-08 15:00:00,2023-01-08,15,26.8,71,22.9,10.0,0.0,Sunny
2023-01-08 16:00:00,2023-01-08,16,25.8,57,16.0,10.0,0.0,Sunny
2023-01-08 17:00:00,2023-01-08,17,26.5,63,3.9,10.0,0.0,Sunny
2023-01-08 18:00:00,2023-01-08,18,23.8,43,3.3,10.0,0.0,Sunny
2023-01-08 19:00:00,2023-01-08,19,20.8,48,13.3,10.0,0.0,Clear
2023-01-08 20:00:00,2023-01-08,20,19.0,46,11.7,10.0,0.0,Clear
2023-01-08 21:00:00,2023-01-08,21,21.0,52,31.1,10.0,0.0,Clear
2023-01-08 22:00:00,2023-01-08,22,19.4,53,14.6,10.0,0.0,Clear
2023-01-08 23:00:00,2023-01-08,23,15.5,53,5.9,10.0,0.0,Clear
2023-01-09 00:00:00,2023-01-09,0,13.9,47,4.8,10.0,0.0,Clear
2023-01-09 01:00:00,2023-01-09,1,15.1,59,10.5,10.0,0.0,Clear
2023-01-09 02:00:00,2023-01-09,2,11.4,62,2.0,10.0,0.0,Clear
2023-01-09 03:00:00,2023-01-09,3,11.4,58,2.3,10.0,0.0,Clear
2023-01-09 04:00:00,2023-01-09,4,13.5,61,3.5,10.0,0.0,Clear
2023-01-09 05:00:00,2023-01-09,5,12.9,78,5.8,10.0,0.0,Clear
2023-01-09 06:00:00,2023-01-09,6,14.4,77,9.7,10.0,0.0,Clear
2023-01-09 07:00:00,2023-01-09,7,15.6,75,15.2,10.0,0.0,Sunny
2023-01-09 08:00:00,2023-01-09,8,17.7,82,23.8,10.0,0.0,Sunny
2023-01-09 09:00:00,2023-01-09,9,20.7,84,20.8,10.0,0.0,Hazy
2023-01-09 10:00:00,2023-01-09,10,20.8,82,18.6,10.0,0.0,Sunny
2023-01-09 11:00:00,2023-01-09,11,23.0,74,7.0,10.0,0.0,Sunny
2023-01-09 12:00:00,2023-01-09,12,21.1,85,5.0,10.0,0.0,Sunny
2023-01-09 13:00:00,2023-01-09,13,24.6,78,13.1,10.0,0.0,Hazy
2023-01-09 14:00:00,2023-01-09,14,24.3,68,13.7,10.0,0.0,Sunny
2023-01-09 15:00:00,2023-01-09,15,24.0,64,3.8,10.0,0.0,Sunny
2023-01-09 16:00:00,2023-01-09,16,24.2,62,8.3,10.0,0.0,Partly Cloudy
2023-01-09 17:00:00,2023-01-09,17,24.2,51,4.6,10.0,0.0,Sunny
2023-01-09 18:00:00,2023-01-09,18,24.7,54,2.2,10.0,0.0,Hazy
2023-01-09 19:00:00,2023-01-09,19,20.7,44,12.4,10.0,0.0,Clear
2023-01-09 20:00:00,2023-01-09,20,20.7,47,18.3,10.0,0.0,Clear
2023-01-09 21:00:00,2023-01-09,21,18.4,42,29.2,10.0,0.0,Clear
2023-01-09 22:00:00,2023-01-09,22,16.9,43,8.8,10.0,0.0,Clear
2023-01-09 23:00:00,2023-01-09,23,17.0,56,2.0,10.0,0.0,Clear
2023-01-10 00:00:00,2023-01-10,0,15.0,53,32.6,10.0,0.0,Clear
2023-01-10 01:00:00,2023-01-10,1,15.0,57,34.6,10.0,0.0,Clear
2023-01-10 02:00:00,2023-01-10,2,12.5,52,55.8,10.0,0.0,Clear
2023-01-10 03:00:00,2023-01-10,3,11.7,63,41.6,10.0,0.0,Clear
2023-01-10 04:00:00,2023-01-10,4,12.5,72,11.9,10.0,0.0,Clear
2023-01-10 05:00:00,2023-01-10,5,13.7,75,10.0,10.0,0.0,Clear
2023-01-10 06:00:00,2023-01-10,6,14.6,69,17.0,10.0,0.0,Clear
2023-01-10 07:00:00,2023-01-10,7,14.4,81,2.7,10.0,0.0,Sunny
2023-01-10 08:00:00,2023-01-10,8,17.4,84,5.5,10.0,0.0,Partly Cloudy
2023-01-10 09:00:00,2023-01-10,9,19.3,88,8.9,10.0,0.0,Hazy
2023-01-10 10:00:00,2023-01-10,10,23.7,80,21.3,10.0,0.0,Sunny
2023-01-10 11:00:00,2023-01-10,11,24.5,72,22.0,10.0,0.0,Partly Cloudy
2023-01-10 12:00:00,2023-01-10,12,22.6,74,9.3,10.0,0.0,Sunny
2023-01-10 13:00:00,2023-01-10,13,24.3,70,3.0,10.0,0.0,Sunny
2023-01-10 14:00:00,2023-01-10,14,23.5,73,18.1,10.0,0.0,Sunny
2023-01-10 15:00:00,2023-01-10,15,24.8,54,2.8,10.0,0.0,Sunny
2023-01-10 16:00:00,2023-01-10,16,25.7,59,6.4,10.0,0.0,Sunny
2023-01-10 17:00:00,2023-01-10,17,26.1,62,11.8,10.0,0.0,Sunny
2023-01-10 18:00:00,2023-01-10,18,22.7,52,2.4,10.0,0.0,Sunny
2023-01-10 19:00:00,2023-01-10,19,21.5,53,5.2,10.0,0.0,Clear
2023-01-10 20:00:00,2023-01-10,20,18.1,41,20.1,10.0,0.0,Clear
2023-01-10 21:00:00,2023-01-10,21,18.8,41,17.0,10.0,0.0,Clear
2023-01-10 22:00:00,2023-01-10,22,16.0,53,3.4,10.0,0.0,Clear
2023-01-10 23:00:00,2023-01-10,23,15.1,50,12.9,10.0,0.0,Clear
2023-01-11 00:00:00,2023-01-11,0,13.4,53,2.0,10.0,0.0,Clear
2023-01-11 01:00:00,2023-01-11,1,13.3,52,15.8,10.0,0.0,Clear
2023-01-11 02:00:00,2023-01-11,2,10.6,61,5.7,10.0,0.0,Clear
2023-01-11 03:00:00,2023-01-11,3,10.7,60,8.5,10.0,0.0,Clear
2023-01-11 04:00:00,2023-01-11,4,15.3,74,10.8,10.0,0.0,Clear
2023-01-11 05:00:00,2023-01-11,5,11.8,85,3.6,10.0,0.0,Clear
2023-01-11 06:00:00,2023-01-11,6,13.1,80,5.3,10.0,0.0,Clear
2023-01-11 07:00:00,2023-01-11,7,18.0,78,29.9,10.0,0.0,Sunny
2023-01-11 08:00:00,2023-01-11,8,20.8,72,8.0,10.0,0.0,Sunny
2023-01-11 09:00:00,2023-01-11,9,17.6,76,11.2,10.0,0.0,Sunny
2023-01-11 10:00:00,2023-01-11,10,20.2,89,11.4,10.0,0.0,Sunny
2023-01-11 11:00:00,2023-01-11,11,22.7,76,24.2,10.0,0.0,Sunny
2023-01-11 12:00:00,2023-01-11,12,25.7,76,17.8,10.0,0.0,Sunny
2023-01-11 13:00:00,2023-01-11,13,23.4,77,3.8,10.0,0.0,Hazy
2023-01-11 14:00:00,2023-01-11,14,25.0,76,26.3,10.0,0.0,Hazy
2023-01-11 15:00:00,2023-01-11,15,26.4,64,33.0,10.0,0.0,Sunny
2023-01-11 16:00:00,2023-01-11,16,25.8,59,3.7,10.0,0.0,Sunny
2023-01-11 17:00:00,2023-01-11,17,24.2,56,7.6,10.0,0.0,Sunny
2023-01-11 18:00:00,2023-01-11,18,23.4,50,9.2,10.0,0.0,Sunny
2023-01-11 19:00:00,2023-01-11,19,20.6,47,7.8,10.0,0.0,Clear
2023-01-11 20:00:00,2023-01-11,20,20.4,49,15.8,10.0,0.0,Clear
2023-01-11 21:00:00,2023-01-11,21,18.7,48,8.5,10.0,0.0,Clear
2023-01-11 22:00:00,2023-01-11,22,17.6,56,6.5,10.0,0.0,Clear
2023-01-11 23:00:00,2023-01-11,23,15.1,51,16.4,10.0,0.0,Clear
2023-01-12 00:00:00,2023-01-12,0,15.0,57,2.0,10.0,0.0,Clear
2023-01-12 01:00:00,2023-01-12,1,14.6,52,11.9,10.0,0.0,Clear
2023-01-12 02:00:00,2023-01-12,2,12.9,62,14.5,10.0,0.0,Clear
2023-01-12 03:00:00,2023-01-12,3,12.9,62,25.2,10.0,0.0,Clear
2023-01-12 04:00:00,2023-01-12,4,12.8,71,10.6,10.0,0.0,Clear
2023-01-12 05:00:00,2023-01-12,5,13.4,77,2.0,10.0,0.0,Clear
2023-01-12 06:00:00,2023-01-12,6,13.5,78,11.1,10.0,0.0,Clear
2023-01-12 07:00:00,2023-01-12,7,16.1,90,2.0,10.0,0.0,Sunny
2023-01-12 08:00:00,2023-01-12,8,17.2,88,13.4,10.0,0.0,Hazy
2023-01-12 09:00:00,2023-01-12,9,21.5,88,22.3,10.0,0.0,Sunny
2023-01-12 10:00:00,2023-01-12,10,22.6,85,9.5,10.0,0.0,Sunny
2023-01-12 11:00:00,2023-01-12,11,22.7,88,8.5,10.0,0.0,Sunny
2023-01-12 12:00:00,2023-01-12,12,22.7,72,17.5,10.0,0.0,Partly Cloudy
2023-01-12 13:00:00,2023-01-12,13,23.3,79,13.1,10.0,0.0,Partly Cloudy
2023-01-12 14:00:00,2023-01-12,14,26.7,66,16.6,10.0,0.0,Sunny
2023-01-12 15:00:00,2023-01-12,15,25.8,63,41.1,10.0,0.0,Partly Cloudy
2023-01-12 16:00:00,2023-01-12,16,25.9,63,6.8,10.0,0.0,Partly Cloudy
2023-01-12 17:00:00,2023-01-12,17,22.5,61,14.1,10.0,0.0,Partly Cloudy
2023-01-12 18:00:00,2023-01-12,18,24.7,48,26.6,10.0,0.0,Sunny
2023-01-12 19:00:00,2023-01-12,19,22.8,47,26.9,10.0,0.0,Clear
2023-01-12 20:00:00,2023-01-12,20,19.3,48,15.1,10.0,0.0,Clear
2023-01-12 21:00:00,2023-01-12,21,18.4,46,8.2,10.0,0.0,Clear
2023-01-12 22:00:00,2023-01-12,22,17.6,51,16.4,10.0,0.0,Clear
2023-01-12 23:00:00,2023-01-12,23,15.8,63,16.7,10.0,0.0,Clear
2023-01-13 00:00:00,2023-01-13,0,14.1,54,18.7,10.0,0.0,Clear
2023-01-13 01:00:00,2023-01-13,1,13.2,53,4.0,10.0,0.0,Clear
2023-01-13 02:00:00,2023-01-13,2,12.4,55,32.4,10.0,0.0,Clear
2023-01-13 03:00:00,2023-01-13,3,12.7,64,26.7,10.0,0.0,Clear
2023-01-13 04:00:00,2023-01-13,4,14.5,66,9.8,10.0,0.0,Clear
2023-01-13 05:00:00,2023-01-13,5,10.3,76,24.9,10.0,0.0,Clear
2023-01-13 06:00:00,2023-01-13,6,14.1,80,9.3,10.0,0.0,Clear
2023-01-13 07:00:00,2023-01-13,7,16.0,79,29.0,10.0,0.0,Sunny
2023-01-13 08:00:00,2023-01-13,8,17.7,90,11.0,10.0,0.0,Partly Cloudy
2023-01-13 09:00:00,2023-01-13,9,18.6,80,4.8,10.0,0.0,Sunny
2023-01-13 10:00:00,2023-01-13,10,18.6,82,37.5,10.0,0.0,Sunny
2023-01-13 11:00:00,2023-01-13,11,22.6,83,18.2,10.0,0.0,Sunny
2023-01-13 12:00:00,2023-01-13,12,25.7,81,8.8,10.0,0.0,Sunny
2023-01-13 13:00:00,2023-01-13,13,22.8,79,30.6,10.0,0.0,Sunny
2023-01-13 14:00:00,2023-01-13,14,26.3,71,16.6,10.0,0.0,Sunny
2023-01-13 15:00:00,2023-01-13,15,25.1,69,7.9,10.0,0.0,Sunny
2023-01-13 16:00:00,2023-01-13,16,25.2,58,30.9,10.0,0.0,Sunny
2023-01-13 17:00:00,2023-01-13,17,23.4,60,18.6,10.0,0.0,Sunny
2023-01-13 18:00:00,2023-01-13,18,23.2,56,13.3,10.0,0.0,Sunny
2023-01-13 19:00:00,2023-01-13,19,23.8,55,10.5,10.0,0.0,Clear
2023-01-13 20:00:00,2023-01-13,20,21.4,41,4.6,10.0,0.0,Clear
2023-01-13 21:00:00,2023-01-13,21,21.1,43,2.0,10.0,0.0,Clear
