datetime,date,hour,location_id,road_code,direction,volume_vph,demand_vph,avg_speed_kph,free_flow_speed_kph,vc_ratio,occupancy_pct,travel_time_index,level_of_service,incident_affected
2024-01-02 17:00:00,2024-01-02,17,SZR_N1,E11,NB (to Deira),8263,8263,92.6,105,0.689,49.6,1.13,C,0
2024-01-02 18:00:00,2024-01-02,18,SZR_N1,E11,NB (to Deira),8554,8554,88.3,105,0.713,56.0,1.19,C,0
2024-01-02 19:00:00,2024-01-02,19,SZR_N1,E11,NB (to Deira),8243,8243,90.2,105,0.687,55.8,1.16,C,0
2024-01-02 20:00:00,2024-01-02,20,SZR_N1,E11,NB (to Deira),8068,8068,94.3,105,0.672,53.1,1.11,C,0
2024-01-02 21:00:00,2024-01-02,21,SZR_N1,E11,NB (to Deira),6406,6406,102.2,105,0.534,41.4,1.03,B,0
2024-01-02 22:00:00,2024-01-02,22,SZR_N1,E11,NB (to Deira),4087,4087,100.4,105,0.341,24.3,1.05,A,0
2024-01-02 23:00:00,2024-01-02,23,SZR_N1,E11,NB (to Deira),2177,2177,102.0,105,0.181,12.7,1.03,A,0
2024-01-03 00:00:00,2024-01-03,0,SZR_N1,E11,NB (to Deira),967,967,105.0,105,0.081,5.9,1.0,A,0
2024-01-03 01:00:00,2024-01-03,1,SZR_N1,E11,NB (to Deira),619,619,105.0,105,0.052,3.8,1.0,A,0
2024-01-03 02:00:00,2024-01-03,2,SZR_N1,E11,NB (to Deira),500,500,102.6,105,0.042,6.9,1.02,A,0
2024-01-03 03:00:00,2024-01-03,3,SZR_N1,E11,NB (to Deira),465,465,102.5,105,0.039,4.3,1.02,A,0
2024-01-03 04:00:00,2024-01-03,4,SZR_N1,E11,NB (to Deira),863,863,102.0,105,0.072,4.0,1.03,A,0
2024-01-03 05:00:00,2024-01-03,5,SZR_N1,E11,NB (to Deira),1790,1790,105.0,105,0.149,11.4,1.0,A,0
2024-01-03 06:00:00,2024-01-03,6,SZR_N1,E11,NB (to Deira),6094,6094,100.8,105,0.508,40.0,1.04,B,0
2024-01-03 07:00:00,2024-01-03,7,SZR_N1,E11,NB (to Deira),12600,13845,59.8,105,1.05,80.8,1.76,F,0
2024-01-03 08:00:00,2024-01-03,8,SZR_N1,E11,NB (to Deira),12600,15934,61.4,105,1.05,82.3,1.71,F,0
2024-01-03 09:00:00,2024-01-03,9,SZR_N1,E11,NB (to Deira),10933,10933,72.3,105,0.911,67.6,1.45,E,0
2024-01-03 10:00:00,2024-01-03,10,SZR_N1,E11,NB (to Deira),7089,7089,99.6,105,0.591,49.6,1.05,C,0
2024-01-03 11:00:00,2024-01-03,11,SZR_N1,E11,NB (to Deira),6591,6591,100.2,105,0.549,38.6,1.05,B,0
2024-01-03 12:00:00,2024-01-03,12,SZR_N1,E11,NB (to Deira),7619,7619,95.7,105,0.635,50.6,1.1,C,0
2024-01-03 13:00:00,2024-01-03,13,SZR_N1,E11,NB (to Deira),7367,7367,95.5,105,0.614,48.0,1.1,C,0
2024-01-03 14:00:00,2024-01-03,14,SZR_N1,E11,NB (to Deira),6867,6867,99.8,105,0.572,46.3,1.05,C,0
2024-01-03 15:00:00,2024-01-03,15,SZR_N1,E11,NB (to Deira),7406,7406,95.8,105,0.617,49.8,1.1,C,0
2024-01-03 16:00:00,2024-01-03,16,SZR_N1,E11,NB (to Deira),8456,8456,90.9,105,0.705,55.2,1.16,C,0
2024-01-03 17:00:00,2024-01-03,17,SZR_N1,E11,NB (to Deira),9557,9557,85.1,105,0.796,63.2,1.23,D,0
2024-01-03 18:00:00,2024-01-03,18,SZR_N1,E11,NB (to Deira),10650,10650,74.5,105,0.887,70.0,1.41,D,0
2024-01-03 19:00:00,2024-01-03,19,SZR_N1,E11,NB (to Deira),8341,8341,91.5,105,0.695,53.8,1.15,C,0
2024-01-03 20:00:00,2024-01-03,20,SZR_N1,E11,NB (to Deira),7670,7670,100.6,105,0.639,49.4,1.04,C,0
2024-01-03 21:00:00,2024-01-03,21,SZR_N1,E11,NB (to Deira),5640,5640,101.6,105,0.47,34.1,1.03,B,0
2024-01-03 22:00:00,2024-01-03,22,SZR_N1,E11,NB (to Deira),3789,3789,105.0,105,0.316,25.0,1.0,A,0
2024-01-03 23:00:00,2024-01-03,23,SZR_N1,E11,NB (to Deira),2020,2020,102.7,105,0.168,12.9,1.02,A,0
2024-01-04 00:00:00,2024-01-04,0,SZR_N1,E11,NB (to Deira),856,856,103.4,105,0.071,9.4,1.02,A,0
2024-01-04 01:00:00,2024-01-04,1,SZR_N1,E11,NB (to Deira),631,631,105.0,105,0.053,7.9,1.0,A,0
2024-01-04 02:00:00,2024-01-04,2,SZR_N1,E11,NB (to Deira),500,500,105.0,105,0.042,2.7,1.0,A,0
2024-01-04 03:00:00,2024-01-04,3,SZR_N1,E11,NB (to Deira),426,426,81.7,105,0.035,1.4,1.29,A,0
2024-01-04 04:00:00,2024-01-04,4,SZR_N1,E11,NB (to Deira),690,690,81.1,105,0.058,2.7,1.29,A,0
2024-01-04 05:00:00,2024-01-04,5,SZR_N1,E11,NB (to Deira),1773,1773,79.6,105,0.148,11.8,1.32,A,0
2024-01-04 06:00:00,2024-01-04,6,SZR_N1,E11,NB (to Deira),5723,5723,82.5,105,0.477,38.9,1.27,B,0
2024-01-04 07:00:00,2024-01-04,7,SZR_N1,E11,NB (to Deira),11872,11872,45.2,105,0.989,77.7,2.32,E,0
2024-01-04 08:00:00,2024-01-04,8,SZR_N1,E11,NB (to Deira),12600,14364,46.5,105,1.05,79.4,2.26,F,0
2024-01-04 09:00:00,2024-01-04,9,SZR_N1,E11,NB (to Deira),12600,12729,61.7,105,1.05,82.0,1.7,F,0
2024-01-04 10:00:00,2024-01-04,10,SZR_N1,E11,NB (to Deira),6943,6943,104.0,105,0.579,46.2,1.01,C,0
2024-01-04 11:00:00,2024-01-04,11,SZR_N1,E11,NB (to Deira),6166,6166,105.0,105,0.514,39.7,1.0,B,0
2024-01-04 12:00:00,2024-01-04,12,SZR_N1,E11,NB (to Deira),7693,7693,92.8,105,0.641,50.2,1.13,C,0
2024-01-04 13:00:00,2024-01-04,13,SZR_N1,E11,NB (to Deira),7776,7776,90.5,105,0.648,49.1,1.16,C,0
2024-01-04 14:00:00,2024-01-04,14,SZR_N1,E11,NB (to Deira),7849,7849,93.3,105,0.654,48.9,1.13,C,0
2024-01-04 15:00:00,2024-01-04,15,SZR_N1,E11,NB (to Deira),7645,7645,100.1,105,0.637,49.4,1.05,C,0
2024-01-04 16:00:00,2024-01-04,16,SZR_N1,E11,NB (to Deira),8539,8539,92.7,105,0.712,59.5,1.13,C,0
2024-01-04 17:00:00,2024-01-04,17,SZR_N1,E11,NB (to Deira),8820,8820,94.1,105,0.735,57.8,1.12,C,0
2024-01-04 18:00:00,2024-01-04,18,SZR_N1,E11,NB (to Deira),9267,9267,86.4,105,0.772,62.5,1.22,D,0
2024-01-04 19:00:00,2024-01-04,19,SZR_N1,E11,NB (to Deira),8138,8138,91.3,105,0.678,55.0,1.15,C,0
2024-01-04 20:00:00,2024-01-04,20,SZR_N1,E11,NB (to Deira),7074,7074,100.3,105,0.589,43.8,1.05,C,0
2024-01-04 21:00:00,2024-01-04,21,SZR_N1,E11,NB (to Deira),5704,5704,98.0,105,0.475,35.1,1.07,B,0
2024-01-04 22:00:00,2024-01-04,22,SZR_N1,E11,NB (to Deira),3980,3980,105.0,105,0.332,27.2,1.0,A,0
2024-01-04 23:00:00,2024-01-04,23,SZR_N1,E11,NB (to Deira),2115,2115,105.0,105,0.176,16.3,1.0,A,0
2024-01-05 00:00:00,2024-01-05,0,SZR_N1,E11,NB (to Deira),688,688,104.2,105,0.057,5.5,1.01,A,0
2024-01-05 01:00:00,2024-01-05,1,SZR_N1,E11,NB (to Deira),516,516,99.3,105,0.043,4.7,1.06,A,0
2024-01-05 02:00:00,2024-01-05,2,SZR_N1,E11,NB (to Deira),397,397,105.0,105,0.033,1.9,1.0,A,0
2024-01-05 03:00:00,2024-01-05,3,SZR_N1,E11,NB (to Deira),412,412,104.8,105,0.034,3.9,1.0,A,0
2024-01-05 04:00:00,2024-01-05,4,SZR_N1,E11,NB (to Deira),667,667,105.0,105,0.056,2.5,1.0,A,0
2024-01-05 05:00:00,2024-01-05,5,SZR_N1,E11,NB (to Deira),1499,1499,105.0,105,0.125,11.8,1.0,A,0
2024-01-05 06:00:00,2024-01-05,6,SZR_N1,E11,NB (to Deira),5045,5045,105.0,105,0.42,32.2,1.0,B,0
2024-01-05 07:00:00,2024-01-05,7,SZR_N1,E11,NB (to Deira),11778,11778,68.0,105,0.982,74.5,1.54,E,0
2024-01-05 08:00:00,2024-01-05,8,SZR_N1,E11,NB (to Deira),11809,11809,64.7,105,0.984,74.6,1.62,E,0
2024-01-05 09:00:00,2024-01-05,9,SZR_N1,E11,NB (to Deira),9570,9570,82.2,105,0.798,62.3,1.28,D,0
2024-01-05 10:00:00,2024-01-05,10,SZR_N1,E11,NB (to Deira),5798,5798,105.0,105,0.483,39.6,1.0,B,0
2024-01-05 11:00:00,2024-01-05,11,SZR_N1,E11,NB (to Deira),6114,6114,103.4,105,0.51,42.9,1.02,B,0
2024-01-05 12:00:00,2024-01-05,12,SZR_N1,E11,NB (to Deira),6201,6201,105.0,105,0.517,36.3,1.0,B,0
2024-01-05 13:00:00,2024-01-05,13,SZR_N1,E11,NB (to Deira),6365,6365,102.0,105,0.53,39.9,1.03,B,0
2024-01-05 14:00:00,2024-01-05,14,SZR_N1,E11,NB (to Deira),5849,5849,97.3,105,0.487,35.6,1.08,B,0
2024-01-05 15:00:00,2024-01-05,15,SZR_N1,E11,NB (to Deira),6177,6177,97.3,105,0.515,38.0,1.08,B,0
2024-01-05 16:00:00,2024-01-05,16,SZR_N1,E11,NB (to Deira),7404,7404,98.8,105,0.617,51.8,1.06,C,0
2024-01-05 17:00:00,2024-01-05,17,SZR_N1,E11,NB (to Deira),7499,7499,97.1,105,0.625,50.4,1.08,C,0
2024-01-05 18:00:00,2024-01-05,18,SZR_N1,E11,NB (to Deira),8568,8568,91.7,105,0.714,55.8,1.15,C,0
2024-01-05 19:00:00,2024-01-05,19,SZR_N1,E11,NB (to Deira),7364,7364,93.0,105,0.614,45.1,1.13,C,0
2024-01-05 20:00:00,2024-01-05,20,SZR_N1,E11,NB (to Deira),6459,6459,98.6,105,0.538,42.9,1.06,B,0
2024-01-05 21:00:00,2024-01-05,21,SZR_N1,E11,NB (to Deira),4676,4676,102.0,105,0.39,32.6,1.03,B,0
2024-01-05 22:00:00,2024-01-05,22,SZR_N1,E11,NB (to Deira),3171,3171,105.0,105,0.264,18.0,1.0,A,0
2024-01-05 23:00:00,2024-01-05,23,SZR_N1,E11,NB (to Deira),1763,1763,101.5,105,0.147,11.4,1.03,A,0
2024-01-06 00:00:00,2024-01-06,0,SZR_N1,E11,NB (to Deira),1758,1758,103.2,105,0.146,10.1,1.02,A,0
2024-01-06 01:00:00,2024-01-06,1,SZR_N1,E11,NB (to Deira),1375,1375,102.9,105,0.115,6.1,1.02,A,0
2024-01-06 02:00:00,2024-01-06,2,SZR_N1,E11,NB (to Deira),823,823,103.8,105,0.069,5.9,1.01,A,0
2024-01-06 03:00:00,2024-01-06,3,SZR_N1,E11,NB (to Deira),599,599,103.9,105,0.05,4.3,1.01,A,0
2024-01-06 04:00:00,2024-01-06,4,SZR_N1,E11,NB (to Deira),484,484,100.8,105,0.04,1.1,1.04,A,0
2024-01-06 05:00:00,2024-01-06,5,SZR_N1,E11,NB (to Deira),548,548,101.4,105,0.046,5.7,1.04,A,0
2024-01-06 06:00:00,2024-01-06,6,SZR_N1,E11,NB (to Deira),922,922,105.0,105,0.077,5.9,1.0,A,0
2024-01-06 07:00:00,2024-01-06,7,SZR_N1,E11,NB (to Deira),1413,1413,99.3,105,0.118,12.2,1.06,A,0
2024-01-06 08:00:00,2024-01-06,8,SZR_N1,E11,NB (to Deira),2546,2546,104.0,105,0.212,13.2,1.01,A,0
2024-01-06 09:00:00,2024-01-06,9,SZR_N1,E11,NB (to Deira),4047,4047,103.1,105,0.337,28.3,1.02,A,0
2024-01-06 10:00:00,2024-01-06,10,SZR_N1,E11,NB (to Deira),5442,5442,105.0,105,0.453,35.1,1.0,B,0
2024-01-06 11:00:00,2024-01-06,11,SZR_N1,E11,NB (to Deira),6279,6279,100.1,105,0.523,40.9,1.05,B,0
2024-01-06 12:00:00,2024-01-06,12,SZR_N1,E11,NB (to Deira),6858,6858,100.1,105,0.571,44.8,1.05,C,0
2024-01-06 13:00:00,2024-01-06,13,SZR_N1,E11,NB (to Deira),7489,7489,100.5,105,0.624,48.4,1.04,C,0
2024-01-06 14:00:00,2024-01-06,14,SZR_N1,E11,NB (to Deira),7056,7056,99.7,105,0.588,47.2,1.05,C,0
2024-01-06 15:00:00,2024-01-06,15,SZR_N1,E11,NB (to Deira),6648,6648,102.1,105,0.554,39.8,1.03,C,0
2024-01-06 16:00:00,2024-01-06,16,SZR_N1,E11,NB (to Deira),7251,7251,102.5,105,0.604,45.6,1.02,C,0
2024-01-06 17:00:00,2024-01-06,17,SZR_N1,E11,NB (to Deira),8251,8251,87.2,105,0.688,54.8,1.2,C,0
2024-01-06 18:00:00,2024-01-06,18,SZR_N1,E11,NB (to Deira),9511,9511,82.4,105,0.793,60.7,1.27,D,0
2024-01-06 19:00:00,2024-01-06,19,SZR_N1,E11,NB (to Deira),10292,10292,80.2,105,0.858,68.6,1.31,D,0
2024-01-06 20:00:00,2024-01-06,20,SZR_N1,E11,NB (to Deira),9933,9933,83.9,105,0.828,67.7,1.25,D,0
2024-01-06 21:00:00,2024-01-06,21,SZR_N1,E11,NB (to Deira),7561,7561,102.3,105,0.63,46.3,1.03,C,0
2024-01-06 22:00:00,2024-01-06,22,SZR_N1,E11,NB (to Deira),5940,5940,104.8,105,0.495,38.1,1.0,B,0
2024-01-06 23:00:00,2024-01-06,23,SZR_N1,E11,NB (to Deira),3074,3074,102.0,105,0.256,17.3,1.03,A,0
2024-01-07 00:00:00,2024-01-07,0,SZR_N1,E11,NB (to Deira),1826,1826,105.0,105,0.152,13.1,1.0,A,0
2024-01-07 01:00:00,2024-01-07,1,SZR_N1,E11,NB (to Deira),1317,1317,105.0,105,0.11,4.7,1.0,A,0
2024-01-07 02:00:00,2024-01-07,2,SZR_N1,E11,NB (to Deira),906,906,105.0,105,0.076,4.7,1.0,A,0
2024-01-07 03:00:00,2024-01-07,3,SZR_N1,E11,NB (to Deira),632,632,103.3,105,0.053,6.7,1.02,A,0
2024-01-07 04:00:00,2024-01-07,4,SZR_N1,E11,NB (to Deira),449,449,100.3,105,0.037,2.3,1.05,A,0
2024-01-07 05:00:00,2024-01-07,5,SZR_N1,E11,NB (to Deira),631,631,105.0,105,0.053,3.6,1.0,A,0
2024-01-07 06:00:00,2024-01-07,6,SZR_N1,E11,NB (to Deira),899,899,103.3,105,0.075,5.5,1.02,A,0
2024-01-07 07:00:00,2024-01-07,7,SZR_N1,E11,NB (to Deira),1656,1656,102.7,105,0.138,11.5,1.02,A,0
2024-01-07 08:00:00,2024-01-07,8,SZR_N1,E11,NB (to Deira),2888,2888,101.7,105,0.241,21.5,1.03,A,0
2024-01-07 09:00:00,2024-01-07,9,SZR_N1,E11,NB (to Deira),4351,4351,105.0,105,0.363,26.3,1.0,B,0
2024-01-07 10:00:00,2024-01-07,10,SZR_N1,E11,NB (to Deira),5721,5721,100.2,105,0.477,36.5,1.05,B,0
2024-01-07 11:00:00,2024-01-07,11,SZR_N1,E11,NB (to Deira),7077,7077,94.2,105,0.59,47.8,1.11,C,0
2024-01-07 12:00:00,2024-01-07,12,SZR_N1,E11,NB (to Deira),7995,7995,97.6,105,0.666,51.9,1.08,C,0
2024-01-07 13:00:00,2024-01-07,13,SZR_N1,E11,NB (to Deira),6922,6922,98.6,105,0.577,47.6,1.06,C,0
2024-01-07 14:00:00,2024-01-07,14,SZR_N1,E11,NB (to Deira),6678,6678,98.2,105,0.556,43.8,1.07,C,0
2024-01-07 15:00:00,2024-01-07,15,SZR_N1,E11,NB (to Deira),7178,7178,99.4,105,0.598,49.1,1.06,C,0
2024-01-07 16:00:00,2024-01-07,16,SZR_N1,E11,NB (to Deira),8066,8066,96.3,105,0.672,52.9,1.09,C,0
2024-01-07 17:00:00,2024-01-07,17,SZR_N1,E11,NB (to Deira),9028,9028,96.0,105,0.752,58.5,1.09,D,0
2024-01-07 18:00:00,2024-01-07,18,SZR_N1,E11,NB (to Deira),9803,9803,78.7,105,0.817,66.4,1.33,D,0
2024-01-07 19:00:00,2024-01-07,19,SZR_N1,E11,NB (to Deira),11044,11044,74.3,105,0.92,69.3,1.41,E,0
2024-01-07 20:00:00,2024-01-07,20,SZR_N1,E11,NB (to Deira),9496,9496,85.5,105,0.791,58.6,1.23,D,0
2024-01-07 21:00:00,2024-01-07,21,SZR_N1,E11,NB (to Deira),8847,8847,90.6,105,0.737,55.7,1.16,C,0
2024-01-07 22:00:00,2024-01-07,22,SZR_N1,E11,NB (to Deira),6181,6181,104.8,105,0.515,41.3,1.0,B,0
2024-01-07 23:00:00,2024-01-07,23,SZR_N1,E11,NB (to Deira),3528,3528,102.0,105,0.294,24.4,1.03,A,0
2024-01-08 00:00:00,2024-01-08,0,SZR_N1,E11,NB (to Deira),897,897,104.9,105,0.075,5.3,1.0,A,0
2024-01-08 01:00:00,2024-01-08,1,SZR_N1,E11,NB (to Deira),582,582,105.0,105,0.049,3.2,1.0,A,0
2024-01-08 02:00:00,2024-01-08,2,SZR_N1,E11,NB (to Deira),457,457,103.5,105,0.038,2.6,1.01,A,0
2024-01-08 03:00:00,2024-01-08,3,SZR_N1,E11,NB (to Deira),424,424,103.8,105,0.035,3.7,1.01,A,0
2024-01-08 04:00:00,2024-01-08,4,SZR_N1,E11,NB (to Deira),780,780,102.5,105,0.065,6.1,1.02,A,0
2024-01-08 05:00:00,2024-01-08,5,SZR_N1,E11,NB (to Deira),1980,1980,102.9,105,0.165,17.9,1.02,A,0
2024-01-08 06:00:00,2024-01-08,6,SZR_N1,E11,NB (to Deira),5691,5691,104.9,105,0.474,35.4,1.0,B,0
2024-01-08 07:00:00,2024-01-08,7,SZR_N1,E11,NB (to Deira),12600,13279,57.6,105,1.05,84.6,1.82,F,0
2024-01-08 08:00:00,2024-01-08,8,SZR_N1,E11,NB (to Deira),12600,15903,59.9,105,1.05,79.8,1.75,F,0
2024-01-08 09:00:00,2024-01-08,9,SZR_N1,E11,NB (to Deira),10105,10105,78.2,105,0.842,67.9,1.34,D,0
2024-01-08 10:00:00,2024-01-08,10,SZR_N1,E11,NB (to Deira),6552,6552,99.1,105,0.546,43.9,1.06,B,0
2024-01-08 11:00:00,2024-01-08,11,SZR_N1,E11,NB (to Deira),6791,6791,96.0,105,0.566,43.4,1.09,C,0
2024-01-08 12:00:00,2024-01-08,12,SZR_N1,E11,NB (to Deira),7544,7544,92.0,105,0.629,49.4,1.14,C,0
2024-01-08 13:00:00,2024-01-08,13,SZR_N1,E11,NB (to Deira),7099,7099,101.1,105,0.592,48.0,1.04,C,0
2024-01-08 14:00:00,2024-01-08,14,SZR_N1,E11,NB (to Deira),7525,7525,98.6,105,0.627,48.5,1.06,C,0
2024-01-08 15:00:00,2024-01-08,15,SZR_N1,E11,NB (to Deira),7467,7467,91.9,105,0.622,48.0,1.14,C,0
2024-01-08 16:00:00,2024-01-08,16,SZR_N1,E11,NB (to Deira),8539,8539,90.1,105,0.712,54.3,1.17,C,0
2024-01-08 17:00:00,2024-01-08,17,SZR_N1,E11,NB (to Deira),9298,9298,83.0,105,0.775,58.2,1.27,D,0
2024-01-08 18:00:00,2024-01-08,18,SZR_N1,E11,NB (to Deira),9527,9527,85.9,105,0.794,63.7,1.22,D,0
2024-01-08 19:00:00,2024-01-08,19,SZR_N1,E11,NB (to Deira),8522,8522,90.3,105,0.71,51.1,1.16,C,0
2024-01-08 20:00:00,2024-01-08,20,SZR_N1,E11,NB (to Deira),7899,7899,95.4,105,0.658,49.4,1.1,C,0
2024-01-08 21:00:00,2024-01-08,21,SZR_N1,E11,NB (to Deira),5437,5437,105.0,105,0.453,37.0,1.0,B,0
2024-01-08 22:00:00,2024-01-08,22,SZR_N1,E11,NB (to Deira),3789,3789,105.0,105,0.316,25.2,1.0,A,0
2024-01-08 23:00:00,2024-01-08,23,SZR_N1,E11,NB (to Deira),2072,2072,105.0,105,0.173,18.6,1.0,A,0
2024-01-09 00:00:00,2024-01-09,0,SZR_N1,E11,NB (to Deira),960,960,104.9,105,0.08,7.6,1.0,A,0
2024-01-09 01:00:00,2024-01-09,1,SZR_N1,E11,NB (to Deira),617,617,104.2,105,0.051,4.6,1.01,A,0
2024-01-09 02:00:00,2024-01-09,2,SZR_N1,E11,NB (to Deira),457,457,105.0,105,0.038,3.4,1.0,A,0
2024-01-09 03:00:00,2024-01-09,3,SZR_N1,E11,NB (to Deira),467,467,105.0,105,0.039,3.4,1.0,A,0
2024-01-09 04:00:00,2024-01-09,4,SZR_N1,E11,NB (to Deira),812,812,105.0,105,0.068,5.2,1.0,A,0
2024-01-09 05:00:00,2024-01-09,5,SZR_N1,E11,NB (to Deira),1754,1754,104.3,105,0.146,9.1,1.01,A,0
2024-01-09 06:00:00,2024-01-09,6,SZR_N1,E11,NB (to Deira),6280,6280,104.7,105,0.523,42.3,1.0,B,0
2024-01-09 07:00:00,2024-01-09,7,SZR_N1,E11,NB (to Deira),12600,12871,61.0,105,1.05,82.3,1.72,F,0
2024-01-09 08:00:00,2024-01-09,8,SZR_N1,E11,NB (to Deira),12600,16460,57.9,105,1.05,84.1,1.81,F,0
2024-01-09 09:00:00,2024-01-09,9,SZR_N1,E11,NB (to Deira),11555,11555,67.2,105,0.963,74.5,1.56,E,0
2024-01-09 10:00:00,2024-01-09,10,SZR_N1,E11,NB (to Deira),6916,6916,96.8,105,0.576,40.6,1.08,C,0
2024-01-09 11:00:00,2024-01-09,11,SZR_N1,E11,NB (to Deira),6934,6934,100.2,105,0.578,45.5,1.05,C,0
