datetime,date,hour,temp_c,humidity_pct,wind_kph,visibility_km,precip_mm,condition
2024-01-01 23:00:00,2024-01-01,23,13.5,47,7.0,10.0,0.0,Clear
2024-01-02 00:00:00,2024-01-02,0,11.9,53,6.4,10.0,0.0,Clear
2024-01-02 01:00:00,2024-01-02,1,14.1,52,30.9,10.0,0.0,Clear
2024-01-02 02:00:00,2024-01-02,2,11.1,56,7.8,10.0,0.0,Clear
2024-01-02 03:00:00,2024-01-02,3,12.2,66,7.6,10.0,0.0,Clear
2024-01-02 04:00:00,2024-01-02,4,13.8,74,6.4,10.0,0.0,Clear
2024-01-02 05:00:00,2024-01-02,5,13.9,71,13.1,10.0,0.0,Clear
2024-01-02 06:00:00,2024-01-02,6,14.9,75,15.5,10.0,0.0,Clear
2024-01-02 07:00:00,2024-01-02,7,17.2,74,24.8,10.0,0.0,Sunny
2024-01-02 08:00:00,2024-01-02,8,19.2,77,4.0,10.0,0.0,Sunny
2024-01-02 09:00:00,2024-01-02,9,17.5,78,24.3,10.0,0.0,Sunny
2024-01-02 10:00:00,2024-01-02,10,21.3,86,4.8,10.0,0.0,Sunny
2024-01-02 11:00:00,2024-01-02,11,21.9,74,3.9,10.0,0.0,Sunny
2024-01-02 12:00:00,2024-01-02,12,23.4,80,8.8,10.0,0.0,Sunny
2024-01-02 13:00:00,2024-01-02,13,22.8,73,4.4,10.0,0.0,Sunny
2024-01-02 14:00:00,2024-01-02,14,24.6,72,13.1,10.0,0.0,Partly Cloudy
2024-01-02 15:00:00,2024-01-02,15,25.0,70,6.3,10.0,0.0,Partly Cloudy
2024-01-02 16:00:00,2024-01-02,16,27.0,60,18.5,10.0,0.0,Sunny
2024-01-02 17:00:00,2024-01-02,17,23.2,61,14.7,10.0,0.0,Partly Cloudy
2024-01-02 18:00:00,2024-01-02,18,20.7,58,15.7,10.0,0.0,Partly Cloudy
2024-01-02 19:00:00,2024-01-02,19,22.2,55,12.3,10.0,0.0,Clear
2024-01-02 20:00:00,2024-01-02,20,19.2,45,11.9,10.0,0.0,Clear
2024-01-02 21:00:00,2024-01-02,21,18.8,39,5.8,10.0,0.0,Clear
2024-01-02 22:00:00,2024-01-02,22,18.1,47,6.5,10.0,0.0,Clear
2024-01-02 23:00:00,2024-01-02,23,15.6,50,6.7,10.0,0.0,Clear
2024-01-03 00:00:00,2024-01-03,0,13.9,44,17.5,10.0,0.0,Clear
2024-01-03 01:00:00,2024-01-03,1,13.2,56,13.0,10.0,0.0,Clear
2024-01-03 02:00:00,2024-01-03,2,13.7,50,6.7,10.0,0.0,Clear
2024-01-03 03:00:00,2024-01-03,3,11.1,71,10.2,10.0,0.0,Clear
2024-01-03 04:00:00,2024-01-03,4,13.6,72,23.8,10.0,0.0,Clear
2024-01-03 05:00:00,2024-01-03,5,12.2,71,2.0,10.0,0.0,Clear
2024-01-03 06:00:00,2024-01-03,6,15.1,78,9.3,10.0,0.0,Clear
2024-01-03 07:00:00,2024-01-03,7,13.9,82,10.5,10.0,0.0,Partly Cloudy
2024-01-03 08:00:00,2024-01-03,8,18.0,84,6.3,10.0,0.0,Sunny
2024-01-03 09:00:00,2024-01-03,9,18.9,83,2.7,10.0,0.0,Partly Cloudy
2024-01-03 10:00:00,2024-01-03,10,20.8,86,5.9,10.0,0.0,Partly Cloudy
2024-01-03 11:00:00,2024-01-03,11,23.4,76,5.0,10.0,0.0,Sunny
2024-01-03 12:00:00,2024-01-03,12,22.6,77,10.7,10.0,0.0,Partly Cloudy
2024-01-03 13:00:00,2024-01-03,13,24.6,81,5.3,10.0,0.0,Sunny
2024-01-03 14:00:00,2024-01-03,14,25.6,68,10.2,10.0,0.0,Hazy
2024-01-03 15:00:00,2024-01-03,15,25.1,66,27.8,10.0,0.0,Sunny
2024-01-03 16:00:00,2024-01-03,16,26.1,56,4.1,10.0,0.0,Sunny
2024-01-03 17:00:00,2024-01-03,17,25.0,65,19.7,10.0,0.0,Partly Cloudy
2024-01-03 18:00:00,2024-01-03,18,22.9,53,8.7,10.0,0.0,Sunny
2024-01-03 19:00:00,2024-01-03,19,23.8,44,2.0,10.0,0.0,Clear
2024-01-03 20:00:00,2024-01-03,20,21.4,52,18.7,10.0,0.0,Clear
2024-01-03 21:00:00,2024-01-03,21,18.0,43,18.4,10.0,0.0,Clear
2024-01-03 22:00:00,2024-01-03,22,16.3,50,4.0,10.0,0.0,Clear
2024-01-03 23:00:00,2024-01-03,23,15.5,54,13.2,10.0,0.0,Clear
2024-01-04 00:00:00,2024-01-04,0,14.9,60,8.4,10.0,0.0,Clear
2024-01-04 01:00:00,2024-01-04,1,10.7,57,11.4,10.0,0.0,Clear
2024-01-04 02:00:00,2024-01-04,2,11.8,61,5.7,10.0,0.0,Clear
2024-01-04 03:00:00,2024-01-04,3,11.8,57,4.4,0.8,0.0,Fog
2024-01-04 04:00:00,2024-01-04,4,11.0,68,3.6,1.1,0.0,Fog
2024-01-04 05:00:00,2024-01-04,5,12.1,71,22.2,0.5,0.0,Fog
2024-01-04 06:00:00,2024-01-04,6,14.6,77,4.1,0.5,0.0,Fog
2024-01-04 07:00:00,2024-01-04,7,15.2,79,13.1,0.3,0.0,Fog
2024-01-04 08:00:00,2024-01-04,8,16.8,86,4.2,0.7,0.0,Fog
2024-01-04 09:00:00,2024-01-04,9,17.3,81,39.5,10.0,0.0,Sunny
2024-01-04 10:00:00,2024-01-04,10,20.4,84,4.1,10.0,0.0,Sunny
2024-01-04 11:00:00,2024-01-04,11,20.4,80,4.0,10.0,0.0,Sunny
2024-01-04 12:00:00,2024-01-04,12,25.3,75,24.5,10.0,0.0,Sunny
2024-01-04 13:00:00,2024-01-04,13,26.7,71,7.9,10.0,0.0,Sunny
2024-01-04 14:00:00,2024-01-04,14,24.7,71,3.2,10.0,0.0,Sunny
2024-01-04 15:00:00,2024-01-04,15,24.2,70,9.1,10.0,0.0,Sunny
2024-01-04 16:00:00,2024-01-04,16,26.3,57,4.7,10.0,0.0,Partly Cloudy
2024-01-04 17:00:00,2024-01-04,17,25.3,56,44.1,10.0,0.0,Sunny
2024-01-04 18:00:00,2024-01-04,18,25.8,54,2.0,10.0,0.0,Sunny
2024-01-04 19:00:00,2024-01-04,19,24.8,49,15.2,10.0,0.0,Clear
2024-01-04 20:00:00,2024-01-04,20,18.3,41,25.1,10.0,0.0,Clear
2024-01-04 21:00:00,2024-01-04,21,20.4,49,16.6,10.0,0.0,Clear
2024-01-04 22:00:00,2024-01-04,22,17.1,42,5.5,10.0,0.0,Clear
2024-01-04 23:00:00,2024-01-04,23,16.4,43,20.3,10.0,0.0,Clear
2024-01-05 00:00:00,2024-01-05,0,15.3,47,10.8,10.0,0.0,Clear
2024-01-05 01:00:00,2024-01-05,1,14.3,55,14.8,10.0,0.0,Clear
2024-01-05 02:00:00,2024-01-05,2,13.9,56,17.1,10.0,0.0,Clear
2024-01-05 03:00:00,2024-01-05,3,11.8,59,3.9,10.0,0.0,Clear
2024-01-05 04:00:00,2024-01-05,4,11.6,71,14.1,10.0,0.0,Clear
2024-01-05 05:00:00,2024-01-05,5,14.8,74,16.3,10.0,0.0,Clear
2024-01-05 06:00:00,2024-01-05,6,13.4,81,9.3,10.0,0.0,Clear
2024-01-05 07:00:00,2024-01-05,7,18.0,78,5.5,10.0,0.0,Partly Cloudy
2024-01-05 08:00:00,2024-01-05,8,16.4,82,8.7,10.0,0.0,Sunny
2024-01-05 09:00:00,2024-01-05,9,18.5,86,30.3,10.0,0.0,Sunny
2024-01-05 10:00:00,2024-01-05,10,20.5,77,13.0,10.0,0.0,Sunny
2024-01-05 11:00:00,2024-01-05,11,20.4,78,9.9,10.0,0.0,Sunny
2024-01-05 12:00:00,2024-01-05,12,21.8,82,4.0,10.0,0.0,Partly Cloudy
2024-01-05 13:00:00,2024-01-05,13,25.7,74,20.0,10.0,0.0,Sunny
2024-01-05 14:00:00,2024-01-05,14,23.2,69,14.0,10.0,0.0,Sunny
2024-01-05 15:00:00,2024-01-05,15,28.5,65,6.9,10.0,0.0,Sunny
2024-01-05 16:00:00,2024-01-05,16,25.2,65,5.9,10.0,0.0,Sunny
2024-01-05 17:00:00,2024-01-05,17,23.4,56,3.5,10.0,0.0,Sunny
2024-01-05 18:00:00,2024-01-05,18,24.1,52,14.5,10.0,0.0,Partly Cloudy
2024-01-05 19:00:00,2024-01-05,19,19.3,49,2.0,10.0,0.0,Clear
2024-01-05 20:00:00,2024-01-05,20,20.3,41,14.8,10.0,0.0,Clear
2024-01-05 21:00:00,2024-01-05,21,18.8,49,2.0,10.0,0.0,Clear
2024-01-05 22:00:00,2024-01-05,22,15.8,44,8.2,10.0,0.0,Clear
2024-01-05 23:00:00,2024-01-05,23,15.0,44,20.5,10.0,0.0,Clear
2024-01-06 00:00:00,2024-01-06,0,16.2,45,2.0,10.0,0.0,Clear
2024-01-06 01:00:00,2024-01-06,1,13.6,50,23.8,10.0,0.0,Clear
2024-01-06 02:00:00,2024-01-06,2,13.2,51,5.8,10.0,0.0,Clear
2024-01-06 03:00:00,2024-01-06,3,11.6,61,8.7,10.0,0.0,Clear
2024-01-06 04:00:00,2024-01-06,4,11.1,68,5.8,10.0,0.0,Clear
2024-01-06 05:00:00,2024-01-06,5,13.1,78,6.4,10.0,0.0,Clear
2024-01-06 06:00:00,2024-01-06,6,11.5,78,4.5,10.0,0.0,Clear
2024-01-06 07:00:00,2024-01-06,7,14.4,82,19.2,10.0,0.0,Sunny
2024-01-06 08:00:00,2024-01-06,8,15.8,88,15.8,10.0,0.0,Sunny
2024-01-06 09:00:00,2024-01-06,9,16.6,72,4.1,10.0,0.0,Hazy
2024-01-06 10:00:00,2024-01-06,10,21.5,84,13.2,10.0,0.0,Partly Cloudy
2024-01-06 11:00:00,2024-01-06,11,22.1,82,11.2,10.0,0.0,Sunny
2024-01-06 12:00:00,2024-01-06,12,22.9,81,7.2,10.0,0.0,Sunny
2024-01-06 13:00:00,2024-01-06,13,25.4,67,13.8,10.0,0.0,Partly Cloudy
2024-01-06 14:00:00,2024-01-06,14,23.3,67,8.4,10.0,0.0,Partly Cloudy
2024-01-06 15:00:00,2024-01-06,15,23.9,61,17.5,10.0,0.0,Sunny
2024-01-06 16:00:00,2024-01-06,16,26.6,55,4.6,10.0,0.0,Sunny
2024-01-06 17:00:00,2024-01-06,17,27.4,65,16.3,10.0,0.0,Sunny
2024-01-06 18:00:00,2024-01-06,18,24.4,50,2.0,10.0,0.0,Sunny
2024-01-06 19:00:00,2024-01-06,19,22.8,53,10.5,10.0,0.0,Clear
2024-01-06 20:00:00,2024-01-06,20,20.0,50,9.5,10.0,0.0,Clear
2024-01-06 21:00:00,2024-01-06,21,18.3,41,4.8,10.0,0.0,Clear
2024-01-06 22:00:00,2024-01-06,22,17.6,46,14.1,10.0,0.0,Clear
2024-01-06 23:00:00,2024-01-06,23,17.4,50,15.0,10.0,0.0,Clear
2024-01-07 00:00:00,2024-01-07,0,14.9,54,5.8,10.0,0.0,Clear
2024-01-07 01:00:00,2024-01-07,1,14.5,57,7.2,10.0,0.0,Clear
2024-01-07 02:00:00,2024-01-07,2,11.6,67,12.3,10.0,0.0,Clear
2024-01-07 03:00:00,2024-01-07,3,13.2,69,2.1,10.0,0.0,Clear
2024-01-07 04:00:00,2024-01-07,4,11.9,72,6.0,10.0,0.0,Clear
2024-01-07 05:00:00,2024-01-07,5,13.5,78,6.4,10.0,0.0,Clear
2024-01-07 06:00:00,2024-01-07,6,15.1,83,7.6,10.0,0.0,Clear
2024-01-07 07:00:00,2024-01-07,7,15.1,78,16.8,10.0,0.0,Sunny
2024-01-07 08:00:00,2024-01-07,8,16.1,76,16.0,10.0,0.0,Sunny
2024-01-07 09:00:00,2024-01-07,9,19.4,81,4.5,10.0,0.0,Sunny
2024-01-07 10:00:00,2024-01-07,10,20.5,77,10.2,10.0,0.0,Hazy
2024-01-07 11:00:00,2024-01-07,11,22.4,77,11.9,10.0,0.0,Sunny
2024-01-07 12:00:00,2024-01-07,12,24.4,78,13.5,10.0,0.0,Sunny
2024-01-07 13:00:00,2024-01-07,13,26.2,72,3.3,10.0,0.0,Sunny
2024-01-07 14:00:00,2024-01-07,14,26.1,72,2.0,10.0,0.0,Sunny
2024-01-07 15:00:00,2024-01-07,15,26.1,66,33.2,10.0,0.0,Sunny
2024-01-07 16:00:00,2024-01-07,16,24.7,62,5.2,10.0,0.0,Sunny
2024-01-07 17:00:00,2024-01-07,17,24.2,51,9.0,10.0,0.0,Sunny
2024-01-07 18:00:00,2024-01-07,18,24.1,49,12.1,10.0,0.0,Sunny
2024-01-07 19:00:00,2024-01-07,19,21.8,42,8.7,10.0,0.0,Clear
2024-01-07 20:00:00,2024-01-07,20,21.2,50,9.2,10.0,0.0,Clear
2024-01-07 21:00:00,2024-01-07,21,18.0,55,11.7,10.0,0.0,Clear
2024-01-07 22:00:00,2024-01-07,22,19.6,48,4.9,10.0,0.0,Clear
2024-01-07 23:00:00,2024-01-07,23,16.0,50,4.9,10.0,0.0,Clear
2024-01-08 00:00:00,2024-01-08,0,14.6,50,5.2,10.0,0.0,Clear
2024-01-08 01:00:00,2024-01-08,1,12.8,55,12.9,10.0,0.0,Clear
2024-01-08 02:00:00,2024-01-08,2,15.0,65,15.1,10.0,0.0,Clear
2024-01-08 03:00:00,2024-01-08,3,11.0,65,4.4,10.0,0.0,Clear
2024-01-08 04:00:00,2024-01-08,4,11.9,72,4.8,10.0,0.0,Clear
2024-01-08 05:00:00,2024-01-08,5,14.4,79,14.0,10.0,0.0,Clear
2024-01-08 06:00:00,2024-01-08,6,14.7,82,16.8,10.0,0.0,Clear
2024-01-08 07:00:00,2024-01-08,7,15.1,81,18.3,10.0,0.0,Sunny
2024-01-08 08:00:00,2024-01-08,8,16.7,83,5.4,10.0,0.0,Hazy
2024-01-08 09:00:00,2024-01-08,9,18.7,81,13.1,10.0,0.0,Sunny
2024-01-08 10:00:00,2024-01-08,10,20.8,84,27.7,10.0,0.0,Partly Cloudy
2024-01-08 11:00:00,2024-01-08,11,24.1,79,6.4,10.0,0.0,Sunny
2024-01-08 12:00:00,2024-01-08,12,24.3,79,15.9,10.0,0.0,Sunny
2024-01-08 13:00:00,2024-01-08,13,25.9,78,10.5,10.0,0.0,Sunny
2024-01-08 14:00:00,2024-01-08,14,24.8,63,36.9,10.0,0.0,Sunny
2024-01-08 15:00:00,2024-01-08,15,26.1,58,2.0,10.0,0.0,Sunny
2024-01-08 16:00:00,2024-01-08,16,23.4,60,11.6,10.0,0.0,Partly Cloudy
2024-01-08 17:00:00,2024-01-08,17,24.8,59,23.3,10.0,0.0,Sunny
2024-01-08 18:00:00,2024-01-08,18,23.7,53,4.1,10.0,0.0,Hazy
2024-01-08 19:00:00,2024-01-08,19,24.4,45,16.2,10.0,0.0,Clear
2024-01-08 20:00:00,2024-01-08,20,22.6,51,6.6,10.0,0.0,Clear
2024-01-08 21:00:00,2024-01-08,21,18.7,55,2.0,10.0,0.0,Clear
2024-01-08 22:00:00,2024-01-08,22,16.3,44,6.5,10.0,0.0,Clear
2024-01-08 23:00:00,2024-01-08,23,14.8,47,4.4,10.0,0.0,Clear
2024-01-09 00:00:00,2024-01-09,0,14.1,52,19.7,10.0,0.0,Clear
2024-01-09 01:00:00,2024-01-09,1,14.9,55,37.3,10.0,0.0,Clear
2024-01-09 02:00:00,2024-01-09,2,13.2,65,6.9,10.0,0.0,Clear
2024-01-09 03:00:00,2024-01-09,3,13.1,66,6.5,10.0,0.0,Clear
2024-01-09 04:00:00,2024-01-09,4,13.7,68,2.0,10.0,0.0,Clear
2024-01-09 05:00:00,2024-01-09,5,12.2,72,18.5,10.0,0.0,Clear
2024-01-09 06:00:00,2024-01-09,6,13.6,72,25.9,10.0,0.0,Clear
2024-01-09 07:00:00,2024-01-09,7,16.4,86,14.2,10.0,0.0,Partly Cloudy
2024-01-09 08:00:00,2024-01-09,8,16.4,85,6.3,10.0,0.0,Sunny
2024-01-09 09:00:00,2024-01-09,9,17.2,83,12.0,10.0,0.0,Sunny
2024-01-09 10:00:00,2024-01-09,10,19.4,83,18.0,10.0,0.0,Hazy
2024-01-09 11:00:00,2024-01-09,11,23.5,80,8.7,10.0,0.0,Hazy
2024-01-09 12:00:00,2024-01-09,12,23.1,71,15.2,10.0,0.0,Sunny
2024-01-09 13:00:00,2024-01-09,13,24.9,68,7.2,10.0,0.0,Partly Cloudy
2024-01-09 14:00:00,2024-01-09,14,24.0,69,2.9,10.0,0.0,Hazy
2024-01-09 15:00:00,2024-01-09,15,26.0,64,17.4,10.0,0.0,Partly Cloudy
2024-01-09 16:00:00,2024-01-09,16,25.0,60,10.9,10.0,0.0,Sunny
2024-01-09 17:00:00,2024-01-09,17,25.2,63,12.1,10.0,0.0,Sunny
2024-01-09 18:00:00,2024-01-09,18,23.0,51,19.2,10.0,0.0,Sunny
2024-01-09 19:00:00,2024-01-09,19,22.9,46,4.6,10.0,0.0,Clear
2024-01-09 20:00:00,2024-01-09,20,20.0,48,6.5,10.0,0.0,Clear
2024-01-09 21:00:00,2024-01-09,21,18.9,41,25.6,10.0,0.0,Clear
2024-01-09 22:00:00,2024-01-09,22,17.0,48,11.7,10.0,0.0,Clear
2024-01-09 23:00:00,2024-01-09,23,15.8,47,18.0,10.0,0.0,Clear
2024-01-10 00:00:00,2024-01-10,0,14.7,53,10.0,10.0,0.0,Clear
2024-01-10 01:00:00,2024-01-10,1,12.8,55,14.9,10.0,0.0,Clear
2024-01-10 02:00:00,2024-01-10,2,12.6,60,15.3,10.0,0.0,Clear
2024-01-10 03:00:00,2024-01-10,3,12.7,68,5.8,10.0,0.0,Clear
2024-01-10 04:00:00,2024-01-10,4,13.3,73,39.2,10.0,0.0,Clear
2024-01-10 05:00:00,2024-01-10,5,13.3,82,12.0,10.0,0.0,Clear
2024-01-10 06:00:00,2024-01-10,6,13.3,81,2.2,10.0,0.0,Clear
2024-01-10 07:00:00,2024-01-10,7,15.9,80,2.8,10.0,0.0,Partly Cloudy
2024-01-10 08:00:00,2024-01-10,8,18.1,80,6.8,10.0,0.0,Sunny
2024-01-10 09:00:00,2024-01-10,9,17.4,84,2.0,10.0,0.0,Partly Cloudy
2024-01-10 10:00:00,2024-01-10,10,19.1,88,23.2,10.0,0.0,Sunny
2024-01-10 11:00:00,2024-01-10,11,21.5,84,5.9,10.0,0.0,Sunny
2024-01-10 12:00:00,2024-01-10,12,23.4,75,3.6,10.0,0.0,Partly Cloudy
2024-01-10 13:00:00,2024-01-10,13,22.0,76,12.6,10.0,0.0,Hazy
2024-01-10 14:00:00,2024-01-10,14,26.0,71,15.1,10.0,0.0,Sunny
2024-01-10 15:00:00,2024-01-10,15,25.3,69,7.2,10.0,0.0,Partly Cloudy
2024-01-10 16:00:00,2024-01-10,16,22.5,62,15.2,10.0,0.0,Sunny
2024-01-10 17:00:00,2024-01-10,17,23.3,57,17.8,10.0,0.0,Sunny
2024-01-10 18:00:00,2024-01-10,18,23.2,48,7.1,10.0,0.0,Sunny
2024-01-10 19:00:00,2024-01-10,19,20.1,53,3.2,10.0,0.0,Clear
2024-01-10 20:00:00,2024-01-10,20,21.8,42,6.4,10.0,0.0,Clear
2024-01-10 21:00:00,2024-01-10,21,19.2,47,8.3,10.0,0.0,Clear
2024-01-10 22:00:00,2024-01-10,22,18.1,45,10.2,10.0,0.0,Clear
2024-01-10 23:00:00,2024-01-10,23,14.5,47,18.1,10.0,0.0,Clear
2024-01-11 00:00:00,2024-01-11,0,14.9,55,8.5,10.0,0.0,Clear
2024-01-11 01:00:00,2024-01-11,1,12.6,56,5.1,10.0,0.0,Clear
2024-01-11 02:00:00,2024-01-11,2,12.5,51,6.2,10.0,0.0,Clear
2024-01-11 03:00:00,2024-01-11,3,12.9,64,11.4,10.0,0.0,Clear
2024-01-11 04:00:00,2024-01-11,4,12.6,68,12.2,10.0,0.0,Clear
2024-01-11 05:00:00,2024-01-11,5,14.3,79,28.9,10.0,0.0,Clear
2024-01-11 06:00:00,2024-01-11,6,14.6,73,8.2,10.0,0.0,Clear
2024-01-11 07:00:00,2024-01-11,7,15.2,88,5.1,10.0,0.0,Sunny
2024-01-11 08:00:00,2024-01-11,8,18.3,86,2.0,10.0,0.0,Partly Cloudy
2024-01-11 09:00:00,2024-01-11,9,20.3,82,2.0,10.0,0.0,Sunny
2024-01-11 10:00:00,2024-01-11,10,20.8,81,13.9,10.0,0.0,Partly Cloudy
2024-01-11 11:00:00,2024-01-11,11,23.9,78,6.0,10.0,0.0,Sunny
2024-01-11 12:00:00,2024-01-11,12,23.3,79,21.6,10.0,0.0,Sunny
2024-01-11 13:00:00,2024-01-11,13,24.5,71,2.0,10.0,0.0,Sunny
2024-01-11 14:00:00,2024-01-11,14,25.3,69,6.7,10.0,0.0,Sunny
2024-01-11 15:00:00,2024-01-11,15,25.3,61,17.5,10.0,0.0,Sunny
2024-01-11 16:00:00,2024-01-11,16,24.9,63,23.5,10.0,0.0,Sunny
2024-01-11 17:00:00,2024-01-11,17,23.8,57,14.8,10.0,0.0,Sunny
2024-01-11 18:00:00,2024-01-11,18,22.4,50,18.9,10.0,0.0,Hazy
2024-01-11 19:00:00,2024-01-11,19,22.4,48,4.9,10.0,0.0,Clear
2024-01-11 20:00:00,2024-01-11,20,22.1,45,7.7,10.0,0.0,Clear
2024-01-11 21:00:00,2024-01-11,21,20.0,48,24.5,10.0,0.0,Clear
2024-01-11 22:00:00,2024-01-11,22,17.8,43,4.5,10.0,0.0,Clear
2024-01-11 23:00:00,2024-01-11,23,17.2,53,9.9,10.0,0.0,Clear
2024-01-12 00:00:00,2024-01-12,0,14.4,53,15.8,10.0,0.0,Clear
2024-01-12 01:00:00,2024-01-12,1,12.2,54,22.4,10.0,0.0,Clear
2024-01-12 02:00:00,2024-01-12,2,12.3,63,9.0,10.0,0.0,Clear
2024-01-12 03:00:00,2024-01-12,3,12.4,67,7.4,10.0,0.0,Clear
2024-01-12 04:00:00,2024-01-12,4,12.1,65,13.1,10.0,0.0,Clear
2024-01-12 05:00:00,2024-01-12,5,14.1,79,30.2,10.0,0.0,Clear
2024-01-12 06:00:00,2024-01-12,6,15.5,68,13.0,10.0,0.0,Clear
2024-01-12 07:00:00,2024-01-12,7,13.7,85,13.5,10.0,0.0,Hazy
2024-01-12 08:00:00,2024-01-12,8,17.1,82,9.0,10.0,0.0,Sunny
2024-01-12 09:00:00,2024-01-12,9,15.5,87,4.8,10.0,0.0,Partly Cloudy
2024-01-12 10:00:00,2024-01-12,10,20.6,88,7.6,10.0,0.0,Sunny
2024-01-12 11:00:00,2024-01-12,11,22.1,79,8.9,10.0,0.0,Sunny
2024-01-12 12:00:00,2024-01-12,12,25.7,76,7.5,10.0,0.0,Partly Cloudy
2024-01-12 13:00:00,2024-01-12,13,26.4,75,9.7,10.0,0.0,Hazy
2024-01-12 14:00:00,2024-01-12,14,26.4,65,13.9,10.0,0.0,Sunny
2024-01-12 15:00:00,2024-01-12,15,24.3,64,6.1,10.0,0.0,Sunny
2024-01-12 16:00:00,2024-01-12,16,24.1,59,18.3,10.0,0.0,Hazy
2024-01-12 17:00:00,2024-01-12,17,23.3,51,13.1,10.0,0.0,Partly Cloudy
2024-01-12 18:00:00,2024-01-12,18,25.4,50,10.4,10.0,0.0,Sunny
2024-01-12 19:00:00,2024-01-12,19,21.2,52,8.4,10.0,0.0,Clear
2024-01-12 20:00:00,2024-01-12,20,20.2,50,4.6,10.0,0.0,Clear
2024-01-12 21:00:00,2024-01-12,21,17.9,46,14.0,10.0,0.0,Clear
2024-01-12 22:00:00,2024-01-12,22,15.8,48,39.5,10.0,0.0,Clear
2024-01-12 23:00:00,2024-01-12,23,16.1,48,23.0,10.0,0.0,Clear
2024-01-13 00:00:00,2024-01-13,0,14.6,45,15.3,10.0,0.0,Clear
2024-01-13 01:00:00,2024-01-13,1,10.7,52,24.9,10.0,0.0,Clear
2024-01-13 02:00:00,2024-01-13,2,11.2,64,6.5,10.0,0.0,Clear
2024-01-13 03:00:00,2024-01-13,3,12.8,70,5.4,10.0,0.0,Clear
2024-01-13 04:00:00,2024-01-13,4,12.6,66,9.7,10.0,0.0,Clear
2024-01-13 05:00:00,2024-01-13,5,12.9,78,10.1,10.0,0.0,Clear
2024-01-13 06:00:00,2024-01-13,6,15.1,73,21.4,10.0,0.0,Clear
2024-01-13 07:00:00,2024-01-13,7,14.0,79,17.9,10.0,0.0,Sunny
2024-01-13 08:00:00,2024-01-13,8,16.6,82,2.0,10.0,0.0,Sunny
2024-01-13 09:00:00,2024-01-13,9,19.6,82,18.2,10.0,0.0,Sunny
2024-01-13 10:00:00,2024-01-13,10,19.9,80,8.5,10.0,0.0,Sunny
2024-01-13 11:00:00,2024-01-13,11,22.6,81,12.6,10.0,0.0,Sunny
2024-01-13 12:00:00,2024-01-13,12,22.2,81,9.3,10.0,0.0,Sunny
2024-01-13 13:00:00,2024-01-13,13,23.6,68,6.0,10.0,0.0,Sunny
2024-01-13 14:00:00,2024-01-13,14,23.1,70,12.5,10.0,0.0,Sunny
2024-01-13 15:00:00,2024-01-13,15,23.0,69,5.6,10.0,0.0,Partly Cloudy
2024-01-13 16:00:00,2024-01-13,16,24.7,59,8.6,10.0,0.0,Sunny
2024-01-13 17:00:00,2024-01-13,17,25.2,54,4.9,10.0,0.0,Sunny
2024-01-13 18:00:00,2024-01-13,18,23.5,49,3.6,10.0,0.0,Partly Cloudy
2024-01-13 19:00:00,2024-01-13,19,23.6,57,38.1,10.0,0.0,Clear
2024-01-13 20:00:00,2024-01-13,20,20.2,54,6.8,10.0,0.0,Clear
