datetime,date,hour,location_id,road_code,direction,volume_vph,demand_vph,avg_speed_kph,free_flow_speed_kph,vc_ratio,occupancy_pct,travel_time_index,level_of_service,incident_affected
2023-01-01 23:00:00,2023-01-01,23,SZR_N1,E11,NB (to Deira),1650,1650,105.0,105,0.137,12.8,1.0,A,0
2023-01-02 00:00:00,2023-01-02,0,SZR_N1,E11,NB (to Deira),809,809,103.1,105,0.067,5.4,1.02,A,0
2023-01-02 01:00:00,2023-01-02,1,SZR_N1,E11,NB (to Deira),561,561,104.2,105,0.047,4.5,1.01,A,0
2023-01-02 02:00:00,2023-01-02,2,SZR_N1,E11,NB (to Deira),407,407,105.0,105,0.034,2.7,1.0,A,0
2023-01-02 03:00:00,2023-01-02,3,SZR_N1,E11,NB (to Deira),391,391,80.9,105,0.033,0.3,1.3,A,0
2023-01-02 04:00:00,2023-01-02,4,SZR_N1,E11,NB (to Deira),618,618,80.4,105,0.051,5.7,1.31,A,0
2023-01-02 05:00:00,2023-01-02,5,SZR_N1,E11,NB (to Deira),1353,1353,67.2,105,0.113,11.5,1.56,A,0
2023-01-02 06:00:00,2023-01-02,6,SZR_N1,E11,NB (to Deira),5260,5260,69.2,105,0.438,32.1,1.52,B,0
2023-01-02 07:00:00,2023-01-02,7,SZR_N1,E11,NB (to Deira),11192,11192,53.3,105,0.933,73.0,1.97,E,0
2023-01-02 08:00:00,2023-01-02,8,SZR_N1,E11,NB (to Deira),12600,13775,44.7,105,1.05,84.1,2.35,F,0
2023-01-02 09:00:00,2023-01-02,9,SZR_N1,E11,NB (to Deira),10138,10138,79.2,105,0.845,65.4,1.33,D,0
2023-01-02 10:00:00,2023-01-02,10,SZR_N1,E11,NB (to Deira),6287,6287,98.4,105,0.524,40.8,1.07,B,0
2023-01-02 11:00:00,2023-01-02,11,SZR_N1,E11,NB (to Deira),6135,6135,96.6,105,0.511,40.7,1.09,B,0
2023-01-02 12:00:00,2023-01-02,12,SZR_N1,E11,NB (to Deira),6711,6711,93.8,105,0.559,43.1,1.12,C,0
2023-01-02 13:00:00,2023-01-02,13,SZR_N1,E11,NB (to Deira),6789,6789,93.8,105,0.566,44.9,1.12,C,0
2023-01-02 14:00:00,2023-01-02,14,SZR_N1,E11,NB (to Deira),6350,6350,100.6,105,0.529,40.1,1.04,B,0
2023-01-02 15:00:00,2023-01-02,15,SZR_N1,E11,NB (to Deira),7000,7000,92.2,105,0.583,46.1,1.14,C,0
2023-01-02 16:00:00,2023-01-02,16,SZR_N1,E11,NB (to Deira),8111,8111,89.5,105,0.676,52.2,1.17,C,0
2023-01-02 17:00:00,2023-01-02,17,SZR_N1,E11,NB (to Deira),7879,7879,93.7,105,0.657,51.6,1.12,C,0
2023-01-02 18:00:00,2023-01-02,18,SZR_N1,E11,NB (to Deira),9242,9242,85.6,105,0.77,61.1,1.23,D,0
2023-01-02 19:00:00,2023-01-02,19,SZR_N1,E11,NB (to Deira),7407,7407,96.6,105,0.617,46.8,1.09,C,0
2023-01-02 20:00:00,2023-01-02,20,SZR_N1,E11,NB (to Deira),6948,6948,103.9,105,0.579,44.1,1.01,C,0
2023-01-02 21:00:00,2023-01-02,21,SZR_N1,E11,NB (to Deira),5506,5506,100.2,105,0.459,35.9,1.05,B,0
2023-01-02 22:00:00,2023-01-02,22,SZR_N1,E11,NB (to Deira),3702,3702,95.1,105,0.309,21.7,1.1,A,0
2023-01-02 23:00:00,2023-01-02,23,SZR_N1,E11,NB (to Deira),1717,1717,105.0,105,0.143,10.2,1.0,A,0
2023-01-03 00:00:00,2023-01-03,0,SZR_N1,E11,NB (to Deira),906,906,100.9,105,0.075,3.9,1.04,A,0
2023-01-03 01:00:00,2023-01-03,1,SZR_N1,E11,NB (to Deira),586,586,105.0,105,0.049,3.7,1.0,A,0
2023-01-03 02:00:00,2023-01-03,2,SZR_N1,E11,NB (to Deira),444,444,102.0,105,0.037,4.2,1.03,A,0
2023-01-03 03:00:00,2023-01-03,3,SZR_N1,E11,NB (to Deira),423,423,105.0,105,0.035,4.7,1.0,A,0
2023-01-03 04:00:00,2023-01-03,4,SZR_N1,E11,NB (to Deira),749,749,103.8,105,0.062,7.6,1.01,A,0
2023-01-03 05:00:00,2023-01-03,5,SZR_N1,E11,NB (to Deira),1827,1827,103.4,105,0.152,12.3,1.02,A,0
2023-01-03 06:00:00,2023-01-03,6,SZR_N1,E11,NB (to Deira),6024,6024,95.6,105,0.502,36.9,1.1,B,0
2023-01-03 07:00:00,2023-01-03,7,SZR_N1,E11,NB (to Deira),12600,13225,58.8,105,1.05,79.6,1.79,F,0
2023-01-03 08:00:00,2023-01-03,8,SZR_N1,E11,NB (to Deira),12600,16019,57.8,105,1.05,82.8,1.82,F,0
2023-01-03 09:00:00,2023-01-03,9,SZR_N1,E11,NB (to Deira),11486,11486,69.7,105,0.957,74.0,1.51,E,0
2023-01-03 10:00:00,2023-01-03,10,SZR_N1,E11,NB (to Deira),6291,6291,105.0,105,0.524,39.2,1.0,B,0
2023-01-03 11:00:00,2023-01-03,11,SZR_N1,E11,NB (to Deira),6736,6736,98.6,105,0.561,45.7,1.06,C,0
2023-01-03 12:00:00,2023-01-03,12,SZR_N1,E11,NB (to Deira),7630,7630,100.2,105,0.636,52.8,1.05,C,0
2023-01-03 13:00:00,2023-01-03,13,SZR_N1,E11,NB (to Deira),7342,7342,91.4,105,0.612,48.7,1.15,C,0
2023-01-03 14:00:00,2023-01-03,14,SZR_N1,E11,NB (to Deira),7165,7165,97.8,105,0.597,48.4,1.07,C,0
2023-01-03 15:00:00,2023-01-03,15,SZR_N1,E11,NB (to Deira),6674,6674,97.9,105,0.556,42.5,1.07,C,0
2023-01-03 16:00:00,2023-01-03,16,SZR_N1,E11,NB (to Deira),8362,8362,89.5,105,0.697,53.6,1.17,C,0
2023-01-03 17:00:00,2023-01-03,17,SZR_N1,E11,NB (to Deira),8486,8486,85.3,105,0.707,49.1,1.23,C,0
2023-01-03 18:00:00,2023-01-03,18,SZR_N1,E11,NB (to Deira),8774,8774,90.3,105,0.731,59.2,1.16,C,0
2023-01-03 19:00:00,2023-01-03,19,SZR_N1,E11,NB (to Deira),8374,8374,93.8,105,0.698,55.9,1.12,C,0
2023-01-03 20:00:00,2023-01-03,20,SZR_N1,E11,NB (to Deira),6797,6797,98.9,105,0.566,44.2,1.06,C,0
2023-01-03 21:00:00,2023-01-03,21,SZR_N1,E11,NB (to Deira),5750,5750,96.8,105,0.479,40.0,1.08,B,0
2023-01-03 22:00:00,2023-01-03,22,SZR_N1,E11,NB (to Deira),3587,3587,101.4,105,0.299,24.3,1.04,A,0
2023-01-03 23:00:00,2023-01-03,23,SZR_N1,E11,NB (to Deira),2140,2140,103.4,105,0.178,14.1,1.02,A,0
2023-01-04 00:00:00,2023-01-04,0,SZR_N1,E11,NB (to Deira),893,893,105.0,105,0.074,8.2,1.0,A,0
2023-01-04 01:00:00,2023-01-04,1,SZR_N1,E11,NB (to Deira),588,588,100.9,105,0.049,3.0,1.04,A,0
2023-01-04 02:00:00,2023-01-04,2,SZR_N1,E11,NB (to Deira),437,437,105.0,105,0.036,2.0,1.0,A,0
2023-01-04 03:00:00,2023-01-04,3,SZR_N1,E11,NB (to Deira),428,428,105.0,105,0.036,2.0,1.0,A,0
2023-01-04 04:00:00,2023-01-04,4,SZR_N1,E11,NB (to Deira),738,738,104.6,105,0.062,2.5,1.0,A,0
2023-01-04 05:00:00,2023-01-04,5,SZR_N1,E11,NB (to Deira),1572,1572,105.0,105,0.131,13.9,1.0,A,0
2023-01-04 06:00:00,2023-01-04,6,SZR_N1,E11,NB (to Deira),5824,5824,100.8,105,0.485,36.0,1.04,B,0
2023-01-04 07:00:00,2023-01-04,7,SZR_N1,E11,NB (to Deira),12600,13220,57.4,105,1.05,81.4,1.83,F,0
2023-01-04 08:00:00,2023-01-04,8,SZR_N1,E11,NB (to Deira),12600,14716,59.9,105,1.05,82.6,1.75,F,0
2023-01-04 09:00:00,2023-01-04,9,SZR_N1,E11,NB (to Deira),11326,11326,68.4,105,0.944,74.7,1.54,E,0
2023-01-04 10:00:00,2023-01-04,10,SZR_N1,E11,NB (to Deira),6310,6310,103.0,105,0.526,42.3,1.02,B,0
2023-01-04 11:00:00,2023-01-04,11,SZR_N1,E11,NB (to Deira),6241,6241,103.1,105,0.52,37.6,1.02,B,0
2023-01-04 12:00:00,2023-01-04,12,SZR_N1,E11,NB (to Deira),7349,7349,94.7,105,0.612,45.2,1.11,C,0
2023-01-04 13:00:00,2023-01-04,13,SZR_N1,E11,NB (to Deira),7083,7083,96.2,105,0.59,46.9,1.09,C,0
2023-01-04 14:00:00,2023-01-04,14,SZR_N1,E11,NB (to Deira),7210,7210,98.8,105,0.601,50.0,1.06,C,0
2023-01-04 15:00:00,2023-01-04,15,SZR_N1,E11,NB (to Deira),7128,7128,95.3,105,0.594,49.4,1.1,C,0
2023-01-04 16:00:00,2023-01-04,16,SZR_N1,E11,NB (to Deira),8559,8559,83.3,105,0.713,58.0,1.26,C,0
2023-01-04 17:00:00,2023-01-04,17,SZR_N1,E11,NB (to Deira),7646,7646,92.4,105,0.637,49.4,1.14,C,0
2023-01-04 18:00:00,2023-01-04,18,SZR_N1,E11,NB (to Deira),9164,9164,85.5,105,0.764,58.7,1.23,D,0
2023-01-04 19:00:00,2023-01-04,19,SZR_N1,E11,NB (to Deira),7946,7946,90.5,105,0.662,49.3,1.16,C,0
2023-01-04 20:00:00,2023-01-04,20,SZR_N1,E11,NB (to Deira),6667,6667,102.9,105,0.556,44.4,1.02,C,0
2023-01-04 21:00:00,2023-01-04,21,SZR_N1,E11,NB (to Deira),5615,5615,97.2,105,0.468,38.3,1.08,B,0
2023-01-04 22:00:00,2023-01-04,22,SZR_N1,E11,NB (to Deira),3629,3629,105.0,105,0.302,24.1,1.0,A,0
2023-01-04 23:00:00,2023-01-04,23,SZR_N1,E11,NB (to Deira),1960,1960,105.0,105,0.163,15.0,1.0,A,0
2023-01-05 00:00:00,2023-01-05,0,SZR_N1,E11,NB (to Deira),915,915,101.3,105,0.076,7.4,1.04,A,0
2023-01-05 01:00:00,2023-01-05,1,SZR_N1,E11,NB (to Deira),545,545,104.9,105,0.045,4.5,1.0,A,0
2023-01-05 02:00:00,2023-01-05,2,SZR_N1,E11,NB (to Deira),449,449,101.4,105,0.037,2.9,1.04,A,0
2023-01-05 03:00:00,2023-01-05,3,SZR_N1,E11,NB (to Deira),428,428,105.0,105,0.036,0.0,1.0,A,0
2023-01-05 04:00:00,2023-01-05,4,SZR_N1,E11,NB (to Deira),750,750,105.0,105,0.063,4.9,1.0,A,0
2023-01-05 05:00:00,2023-01-05,5,SZR_N1,E11,NB (to Deira),1768,1768,99.1,105,0.147,8.9,1.06,A,0
2023-01-05 06:00:00,2023-01-05,6,SZR_N1,E11,NB (to Deira),5238,5238,96.8,105,0.436,34.1,1.08,B,0
2023-01-05 07:00:00,2023-01-05,7,SZR_N1,E11,NB (to Deira),11929,11929,68.2,105,0.994,72.3,1.54,E,0
2023-01-05 08:00:00,2023-01-05,8,SZR_N1,E11,NB (to Deira),12600,13907,59.3,105,1.05,81.4,1.77,F,0
2023-01-05 09:00:00,2023-01-05,9,SZR_N1,E11,NB (to Deira),11883,11883,64.5,105,0.99,78.4,1.63,E,0
2023-01-05 10:00:00,2023-01-05,10,SZR_N1,E11,NB (to Deira),6780,6780,97.6,105,0.565,40.9,1.08,C,0
2023-01-05 11:00:00,2023-01-05,11,SZR_N1,E11,NB (to Deira),6925,6925,96.8,105,0.577,46.1,1.08,C,0
2023-01-05 12:00:00,2023-01-05,12,SZR_N1,E11,NB (to Deira),6761,6761,101.5,105,0.563,42.3,1.03,C,0
2023-01-05 13:00:00,2023-01-05,13,SZR_N1,E11,NB (to Deira),7238,7238,95.7,105,0.603,47.7,1.1,C,0
2023-01-05 14:00:00,2023-01-05,14,SZR_N1,E11,NB (to Deira),6627,6627,94.8,105,0.552,42.7,1.11,C,0
2023-01-05 15:00:00,2023-01-05,15,SZR_N1,E11,NB (to Deira),7733,7733,93.4,105,0.644,49.9,1.12,C,0
2023-01-05 16:00:00,2023-01-05,16,SZR_N1,E11,NB (to Deira),8520,8520,88.4,105,0.71,57.8,1.19,C,0
2023-01-05 17:00:00,2023-01-05,17,SZR_N1,E11,NB (to Deira),8429,8429,90.6,105,0.702,56.2,1.16,C,0
2023-01-05 18:00:00,2023-01-05,18,SZR_N1,E11,NB (to Deira),8835,8835,92.4,105,0.736,53.7,1.14,C,0
2023-01-05 19:00:00,2023-01-05,19,SZR_N1,E11,NB (to Deira),8184,8184,88.5,105,0.682,51.5,1.19,C,0
2023-01-05 20:00:00,2023-01-05,20,SZR_N1,E11,NB (to Deira),7295,7295,93.4,105,0.608,46.4,1.12,C,0
2023-01-05 21:00:00,2023-01-05,21,SZR_N1,E11,NB (to Deira),5358,5358,104.3,105,0.446,37.5,1.01,B,0
2023-01-05 22:00:00,2023-01-05,22,SZR_N1,E11,NB (to Deira),3448,3448,101.6,105,0.287,21.6,1.03,A,0
2023-01-05 23:00:00,2023-01-05,23,SZR_N1,E11,NB (to Deira),2073,2073,105.0,105,0.173,11.3,1.0,A,0
2023-01-06 00:00:00,2023-01-06,0,SZR_N1,E11,NB (to Deira),717,717,105.0,105,0.06,4.0,1.0,A,0
2023-01-06 01:00:00,2023-01-06,1,SZR_N1,E11,NB (to Deira),463,463,105.0,105,0.039,1.9,1.0,A,0
2023-01-06 02:00:00,2023-01-06,2,SZR_N1,E11,NB (to Deira),363,363,105.0,105,0.03,1.2,1.0,A,0
2023-01-06 03:00:00,2023-01-06,3,SZR_N1,E11,NB (to Deira),372,372,105.0,105,0.031,2.5,1.0,A,0
2023-01-06 04:00:00,2023-01-06,4,SZR_N1,E11,NB (to Deira),599,599,102.9,105,0.05,5.4,1.02,A,0
2023-01-06 05:00:00,2023-01-06,5,SZR_N1,E11,NB (to Deira),1483,1483,105.0,105,0.124,10.8,1.0,A,0
2023-01-06 06:00:00,2023-01-06,6,SZR_N1,E11,NB (to Deira),4634,4634,99.3,105,0.386,33.2,1.06,B,0
2023-01-06 07:00:00,2023-01-06,7,SZR_N1,E11,NB (to Deira),11278,11278,70.7,105,0.94,74.2,1.49,E,0
2023-01-06 08:00:00,2023-01-06,8,SZR_N1,E11,NB (to Deira),11608,11608,67.4,105,0.967,76.6,1.56,E,0
2023-01-06 09:00:00,2023-01-06,9,SZR_N1,E11,NB (to Deira),9134,9134,91.0,105,0.761,59.8,1.15,D,0
2023-01-06 10:00:00,2023-01-06,10,SZR_N1,E11,NB (to Deira),5352,5352,102.3,105,0.446,33.6,1.03,B,0
2023-01-06 11:00:00,2023-01-06,11,SZR_N1,E11,NB (to Deira),5133,5133,105.0,105,0.428,32.3,1.0,B,0
2023-01-06 12:00:00,2023-01-06,12,SZR_N1,E11,NB (to Deira),5874,5874,103.2,105,0.489,36.1,1.02,B,0
2023-01-06 13:00:00,2023-01-06,13,SZR_N1,E11,NB (to Deira),6507,6507,97.3,105,0.542,38.8,1.08,B,0
2023-01-06 14:00:00,2023-01-06,14,SZR_N1,E11,NB (to Deira),5466,5466,99.9,105,0.455,36.6,1.05,B,0
2023-01-06 15:00:00,2023-01-06,15,SZR_N1,E11,NB (to Deira),5695,5695,105.0,105,0.475,37.6,1.0,B,0
2023-01-06 16:00:00,2023-01-06,16,SZR_N1,E11,NB (to Deira),6638,6638,103.6,105,0.553,40.8,1.01,C,0
2023-01-06 17:00:00,2023-01-06,17,SZR_N1,E11,NB (to Deira),7473,7473,95.6,105,0.623,49.2,1.1,C,0
2023-01-06 18:00:00,2023-01-06,18,SZR_N1,E11,NB (to Deira),7698,7698,92.9,105,0.641,50.6,1.13,C,0
2023-01-06 19:00:00,2023-01-06,19,SZR_N1,E11,NB (to Deira),6478,6478,100.5,105,0.54,43.5,1.04,B,0
2023-01-06 20:00:00,2023-01-06,20,SZR_N1,E11,NB (to Deira),5897,5897,105.0,105,0.491,37.6,1.0,B,0
2023-01-06 21:00:00,2023-01-06,21,SZR_N1,E11,NB (to Deira),4446,4446,105.0,105,0.37,27.5,1.0,B,0
2023-01-06 22:00:00,2023-01-06,22,SZR_N1,E11,NB (to Deira),2962,2962,103.2,105,0.247,18.0,1.02,A,0
2023-01-06 23:00:00,2023-01-06,23,SZR_N1,E11,NB (to Deira),1586,1586,105.0,105,0.132,11.9,1.0,A,0
2023-01-07 00:00:00,2023-01-07,0,SZR_N1,E11,NB (to Deira),1527,1527,105.0,105,0.127,11.7,1.0,A,0
2023-01-07 01:00:00,2023-01-07,1,SZR_N1,E11,NB (to Deira),1244,1244,105.0,105,0.104,6.4,1.0,A,0
2023-01-07 02:00:00,2023-01-07,2,SZR_N1,E11,NB (to Deira),794,794,102.0,105,0.066,5.2,1.03,A,0
2023-01-07 03:00:00,2023-01-07,3,SZR_N1,E11,NB (to Deira),558,558,105.0,105,0.046,2.9,1.0,A,0
2023-01-07 04:00:00,2023-01-07,4,SZR_N1,E11,NB (to Deira),413,413,105.0,105,0.034,1.6,1.0,A,0
2023-01-07 05:00:00,2023-01-07,5,SZR_N1,E11,NB (to Deira),578,578,101.7,105,0.048,4.6,1.03,A,0
2023-01-07 06:00:00,2023-01-07,6,SZR_N1,E11,NB (to Deira),826,826,103.3,105,0.069,5.7,1.02,A,0
2023-01-07 07:00:00,2023-01-07,7,SZR_N1,E11,NB (to Deira),1407,1407,105.0,105,0.117,4.4,1.0,A,0
2023-01-07 08:00:00,2023-01-07,8,SZR_N1,E11,NB (to Deira),2391,2391,105.0,105,0.199,16.0,1.0,A,0
2023-01-07 09:00:00,2023-01-07,9,SZR_N1,E11,NB (to Deira),3503,3503,105.0,105,0.292,25.7,1.0,A,0
2023-01-07 10:00:00,2023-01-07,10,SZR_N1,E11,NB (to Deira),5125,5125,105.0,105,0.427,33.4,1.0,B,0
2023-01-07 11:00:00,2023-01-07,11,SZR_N1,E11,NB (to Deira),6120,6120,100.5,105,0.51,42.6,1.04,B,0
2023-01-07 12:00:00,2023-01-07,12,SZR_N1,E11,NB (to Deira),6501,6501,105.0,105,0.542,42.8,1.0,B,0
2023-01-07 13:00:00,2023-01-07,13,SZR_N1,E11,NB (to Deira),7118,7118,102.1,105,0.593,50.2,1.03,C,0
2023-01-07 14:00:00,2023-01-07,14,SZR_N1,E11,NB (to Deira),6453,6453,99.5,105,0.538,45.9,1.06,B,0
2023-01-07 15:00:00,2023-01-07,15,SZR_N1,E11,NB (to Deira),6669,6669,101.1,105,0.556,47.3,1.04,C,0
2023-01-07 16:00:00,2023-01-07,16,SZR_N1,E11,NB (to Deira),6697,6697,99.9,105,0.558,44.9,1.05,C,0
2023-01-07 17:00:00,2023-01-07,17,SZR_N1,E11,NB (to Deira),8000,8000,89.2,105,0.667,52.5,1.18,C,0
2023-01-07 18:00:00,2023-01-07,18,SZR_N1,E11,NB (to Deira),9306,9306,89.8,105,0.776,58.0,1.17,D,0
2023-01-07 19:00:00,2023-01-07,19,SZR_N1,E11,NB (to Deira),10217,10217,76.9,105,0.851,63.7,1.37,D,0
2023-01-07 20:00:00,2023-01-07,20,SZR_N1,E11,NB (to Deira),8266,8266,94.6,105,0.689,56.5,1.11,C,0
2023-01-07 21:00:00,2023-01-07,21,SZR_N1,E11,NB (to Deira),7627,7627,95.2,105,0.636,47.9,1.1,C,0
2023-01-07 22:00:00,2023-01-07,22,SZR_N1,E11,NB (to Deira),5078,5078,99.3,105,0.423,36.1,1.06,B,0
2023-01-07 23:00:00,2023-01-07,23,SZR_N1,E11,NB (to Deira),2821,2821,105.0,105,0.235,16.9,1.0,A,0
2023-01-08 00:00:00,2023-01-08,0,SZR_N1,E11,NB (to Deira),1746,1746,105.0,105,0.145,7.2,1.0,A,0
2023-01-08 01:00:00,2023-01-08,1,SZR_N1,E11,NB (to Deira),1318,1318,102.7,105,0.11,6.8,1.02,A,0
2023-01-08 02:00:00,2023-01-08,2,SZR_N1,E11,NB (to Deira),894,894,101.1,105,0.074,3.0,1.04,A,0
2023-01-08 03:00:00,2023-01-08,3,SZR_N1,E11,NB (to Deira),570,570,105.0,105,0.047,6.6,1.0,A,0
2023-01-08 04:00:00,2023-01-08,4,SZR_N1,E11,NB (to Deira),456,456,105.0,105,0.038,2.4,1.0,A,0
2023-01-08 05:00:00,2023-01-08,5,SZR_N1,E11,NB (to Deira),596,596,105.0,105,0.05,3.3,1.0,A,0
2023-01-08 06:00:00,2023-01-08,6,SZR_N1,E11,NB (to Deira),858,858,98.0,105,0.071,4.5,1.07,A,0
2023-01-08 07:00:00,2023-01-08,7,SZR_N1,E11,NB (to Deira),1486,1486,105.0,105,0.124,9.6,1.0,A,0
2023-01-08 08:00:00,2023-01-08,8,SZR_N1,E11,NB (to Deira),2537,2537,104.2,105,0.211,17.1,1.01,A,0
2023-01-08 09:00:00,2023-01-08,9,SZR_N1,E11,NB (to Deira),4236,4236,105.0,105,0.353,26.4,1.0,B,0
2023-01-08 10:00:00,2023-01-08,10,SZR_N1,E11,NB (to Deira),5523,5523,101.8,105,0.46,32.6,1.03,B,0
2023-01-08 11:00:00,2023-01-08,11,SZR_N1,E11,NB (to Deira),6518,6518,102.0,105,0.543,39.2,1.03,B,0
2023-01-08 12:00:00,2023-01-08,12,SZR_N1,E11,NB (to Deira),6917,6917,94.4,105,0.576,43.1,1.11,C,0
2023-01-08 13:00:00,2023-01-08,13,SZR_N1,E11,NB (to Deira),7096,7096,93.8,105,0.591,43.1,1.12,C,0
2023-01-08 14:00:00,2023-01-08,14,SZR_N1,E11,NB (to Deira),6996,6996,99.6,105,0.583,48.1,1.05,C,0
2023-01-08 15:00:00,2023-01-08,15,SZR_N1,E11,NB (to Deira),6887,6887,102.2,105,0.574,43.8,1.03,C,0
2023-01-08 16:00:00,2023-01-08,16,SZR_N1,E11,NB (to Deira),7728,7728,96.1,105,0.644,46.8,1.09,C,0
2023-01-08 17:00:00,2023-01-08,17,SZR_N1,E11,NB (to Deira),8189,8189,89.9,105,0.682,54.1,1.17,C,0
2023-01-08 18:00:00,2023-01-08,18,SZR_N1,E11,NB (to Deira),9578,9578,87.1,105,0.798,60.7,1.21,D,0
2023-01-08 19:00:00,2023-01-08,19,SZR_N1,E11,NB (to Deira),8601,8601,90.4,105,0.717,57.9,1.16,C,0
2023-01-08 20:00:00,2023-01-08,20,SZR_N1,E11,NB (to Deira),9199,9199,85.6,105,0.767,58.4,1.23,D,0
2023-01-08 21:00:00,2023-01-08,21,SZR_N1,E11,NB (to Deira),7757,7757,96.0,105,0.646,49.6,1.09,C,0
2023-01-08 22:00:00,2023-01-08,22,SZR_N1,E11,NB (to Deira),5166,5166,102.8,105,0.43,38.1,1.02,B,0
2023-01-08 23:00:00,2023-01-08,23,SZR_N1,E11,NB (to Deira),3311,3311,101.6,105,0.276,21.7,1.03,A,0
2023-01-09 00:00:00,2023-01-09,0,SZR_N1,E11,NB (to Deira),833,833,105.0,105,0.069,5.5,1.0,A,0
2023-01-09 01:00:00,2023-01-09,1,SZR_N1,E11,NB (to Deira),570,570,102.1,105,0.047,4.0,1.03,A,0
2023-01-09 02:00:00,2023-01-09,2,SZR_N1,E11,NB (to Deira),409,409,105.0,105,0.034,1.4,1.0,A,0
2023-01-09 03:00:00,2023-01-09,3,SZR_N1,E11,NB (to Deira),434,434,104.8,105,0.036,7.0,1.0,A,0
2023-01-09 04:00:00,2023-01-09,4,SZR_N1,E11,NB (to Deira),699,699,104.9,105,0.058,2.8,1.0,A,0
2023-01-09 05:00:00,2023-01-09,5,SZR_N1,E11,NB (to Deira),1722,1722,105.0,105,0.143,13.7,1.0,A,0
2023-01-09 06:00:00,2023-01-09,6,SZR_N1,E11,NB (to Deira),5677,5677,98.5,105,0.473,36.2,1.07,B,0
2023-01-09 07:00:00,2023-01-09,7,SZR_N1,E11,NB (to Deira),12503,12503,60.3,105,1.042,80.4,1.74,F,0
2023-01-09 08:00:00,2023-01-09,8,SZR_N1,E11,NB (to Deira),12600,14161,61.4,105,1.05,80.7,1.71,F,0
2023-01-09 09:00:00,2023-01-09,9,SZR_N1,E11,NB (to Deira),10531,10531,74.6,105,0.878,64.4,1.41,D,0
2023-01-09 10:00:00,2023-01-09,10,SZR_N1,E11,NB (to Deira),6285,6285,89.1,105,0.524,40.0,1.18,B,0
2023-01-09 11:00:00,2023-01-09,11,SZR_N1,E11,NB (to Deira),5774,5774,102.1,105,0.481,39.2,1.03,B,0
